"","TEHSIL","fertility","elevation","poverty","night_lights","distance_to_lakes_rivers","distance_to_cities","Population","child_population","population_density","radio","electricity","television","mobile_phone","card","antenatal_care","age","mothers_age","school_level","urban_to_rural","fac_number","edu_mode","penta3_in_clinic","penta3_out_clinic","OutreachProportion","TotalOutreachCoverage","TotalClinicsCoverage"
"1","18-HAZARI",4.62806009249331,155.796625222025,0.601102675851501,0.595201760530472,30,56.0106761565836,497107.628390812,52406.730413,3172890.38253992,0.0453781512605042,0.899328859060403,0.236974789915966,0.836974789915966,0.246511627906977,0.697142857142857,2.07438016528926,28.4214876033058,2.82913165266106,0,14,2,467,15909,0.971482657547631,0.303567879061076,0.00891106917603385
"2","AHMADPUR EAST",14.166610704767,102.583038869258,0.8124977762952,0.66727802157402,45,26.1,1113662.97068812,135026.127508,8113506.16722642,0.054590570719603,0.866004962779156,0.424317617866005,0.738213399503722,0.448780487804878,0.770212765957447,2.03316749585406,27.9972196478221,3.36625514403292,0.434477832784933,27,2,5939,39161,0.868314855875831,0.290025350817232,0.0439840800414581
"3","AHMEDPUR SIAL",7.82048832933517,138.224699828473,0.560411954463296,0.589007019996643,30,22.393991416309,457973.186314506,50576.470073,5636252.95258511,0.0571992110453649,0.877952755905512,0.326771653543307,0.822834645669291,0.28921568627451,0.660714285714286,1.99033816425121,28.5028985507246,3.26349206349206,0.399887961776664,10,2,875,13886,0.940722173294492,0.274554550366159,0.0173005351843864
"4","ALIPUR",9.65638034041125,98.915961305925,0.81460386554304,0.731999009847641,27,42.360338573156,628935.260926206,83185.675714,5469468.74074551,0.0556621880998081,0.842911877394636,0.432950191570881,0.676245210727969,0.520325203252033,0.8,2.17117117117117,28.1350613915416,3.63934426229508,0.31045408492217,17,5,2592,5902,0.694843418883918,0.0709497151924523,0.0311592107385355
"5","ARIFWALA",13.9440149195683,155.023642172524,0.566934847900369,0.527584989865621,5,14.4561740243122,856193.818890465,89899.8016049999,7910231.97213224,0.027603513174404,0.958646616541353,0.654135338345865,0.823308270676692,0.593073593073593,0.827586206896552,1.99616122840691,28.2007648183556,3.38129496402878,0.404511877177945,30,2,2636,35540,0.930951383067896,0.395329014808676,0.0293215330060683
"6","ATTOCK",7.53493402655187,410.912614980289,0.41399349327114,0.651746511459351,2,42.2393162393162,393456.659553904,37452.829191,3713819.74573809,0.123115577889447,0.992462311557789,0.763819095477387,0.917085427135678,0.575,0.908045977011494,2.01293103448276,28.616724738676,3.67362924281984,0.43952617968362,10,5,1610,9705,0.857711003093239,0.259125951487054,0.0429874066866726
"7","BAHAWALNAGAR",8.63854315711018,155.212710280374,0.573597426690885,0.617929657300313,7,25.7322424693194,939143.134216927,105054.697708,5027249.87551662,0.0264797507788162,0.93944099378882,0.501552795031056,0.770186335403727,0.346456692913386,0.722826086956522,1.96631578947368,28.4401756311745,3.43058823529412,0.406758902938122,35,2,1934,29994,0.939426208970183,0.285508412801952,0.0184094575701466
"8","BAHAWALPUR",15.6701441495703,114.598355471221,0.783578614657774,0.517292991280556,22,25.0929791271347,1055597.95547099,114256.993429,9628872.65871609,0.0421686746987952,0.933734939759036,0.487951807228916,0.742971887550201,0.669491525423729,0.81021897810219,1.96449704142012,27.7180925666199,3.52513966480447,0.407957301250589,16,5,3143,36581,0.920879065552311,0.32016420966592,0.0275081630075719
"9","BAHAWALPUR CITY",18.2712192831617,114.369230769231,0.745942277776683,0.574275016784668,15,18.2730061349693,202797.565078761,21939.131049,8880425.46142568,0.0570469798657718,0.954697986577181,0.582214765100671,0.73993288590604,0.586206896551724,0.849624060150376,2.0625,28.1950920245399,3.62888888888889,0.487840620536511,4,5,1301,10573,0.890432878558194,0.481924282980293,0.0593004343287015
"10","BHAKKAR",6.66565474292313,165.587740384615,0.724675492037279,0.589412748813629,2,32.7732371794872,662595.031514009,75802.791119,3811204.39346566,0.0520325203252033,0.952922077922078,0.530081300813008,0.830894308943089,0.6,0.722972972972973,2.09876543209877,28.468152866242,3.42740286298568,0.320755482392901,18,2,2896,17737,0.859642320554452,0.233988745508795,0.0382043979812521
"11","BHALWAL",11.7942940875281,195.143342776204,0.539688510642122,0.497185498476028,0,14.679117147708,890393.191274237,90377.123062,7265878.58060762,0.056047197640118,0.982300884955752,0.671091445427729,0.874446085672083,0.566037735849057,0.836842105263158,1.91120507399577,28.4064711830131,3.34554140127389,0.424109676429123,31,2,3864,24177,0.8622017759709,0.267512387879555,0.0427541823537494
"12","BHAWANA",9.00301600724623,170.90157480315,0.552538768206752,0.539451494812965,6,23.3435534591195,632850.140117841,63170.751068,7154587.91578906,0.0176600441501104,0.927312775330396,0.451541850220264,0.698237885462555,0.448275862068966,0.666666666666667,2.05592105263158,28.4829351535836,3.12663755458515,0.279228802040724,18,2,790,14577,0.948591136851695,0.230755527733217,0.0125057876729945
"13","BUREWALA",14.1296636639112,145.963914977756,0.527599605277733,0.549842014908791,6,20.9851851851852,1135909.90667152,117974.296865,8098371.77637928,0.015990159901599,0.959509202453988,0.668711656441718,0.85398773006135,0.640552995391705,0.889473684210526,1.99221789883268,28.9625334522748,3.47118155619597,0.431844152198425,31,2,3835,32408,0.89418646359297,0.274703904674126,0.0325070807956453
"14","CHAK JHUMRA",13.7879435527358,189.423023578363,0.429166840242116,0.452661991119385,0,6.9500693481276,417323.469800752,43314.854371,8389158.60677157,0.037037037037037,0.989473684210526,0.792982456140351,0.905263157894737,0.58,0.937931034482759,1.88385269121813,28.2337209302326,3.51145038167939,0.448809534767525,16,4,462,16323,0.972475424486148,0.376845316394011,0.0106660868819477
"15","CHAKWAL",5.79824989965592,472.32118226601,0.312416692075667,0.50925699621439,0,31.767816091954,737022.428455009,67224.957881,3482677.23736876,0.0968660968660969,0.992887624466572,0.821937321937322,0.877667140825036,0.315789473684211,0.934782608695652,2,29.094,3.62132352941176,0.359353188185513,33,5,3503,21517,0.859992006394884,0.32007457763066,0.0521086232021287
"16","CHAUBARA",1.61509481089558,145.71675,0.774812699258328,0.746236407756805,0,62.99975,262461.886837103,30654.287926,946408.582679027,0.0725663716814159,0.542402826855124,0.27208480565371,0.881625441696113,0.645833333333333,0.536170212765957,2.00680272108844,27.7345132743363,2.55096418732782,0,8,2,1523,9547,0.862420957542909,0.311440931952053,0.0496830982887793
"17","CHICHAWATNI",14.3499591548494,153.749530956848,0.504868040974014,0.453020989894867,3,19.4626935710934,1230347.14624386,123338.692326,8271870.76138356,0.0738569753810082,0.946943483275663,0.66320645905421,0.860438292964245,0.409090909090909,0.896551724137931,1.93621013133208,28.0025884383089,3.5225988700565,0.378210252141233,44,2,1815,29138,0.941362711207314,0.236243788956222,0.0147155768053931
"18","CHINIOT",13.5477556724488,181.98121085595,0.43497073045879,0.44437500834465,5,12.269392033543,467005.435694354,46668.786885,7038144.74564358,0.036741214057508,0.960063897763578,0.562300319488818,0.8256,0.537037037037037,0.719101123595506,1.97045454545455,28.020618556701,3.29081632653061,0.423828234695323,16,2,2248,21503,0.905351353627216,0.460757637711628,0.0481692400863014
"19","CHISHTIAN",7.96600497671682,146.708333333333,0.675830334217843,0.68757352232933,8,27.022894521668,780803.271533055,83898.1037339999,4604811.59832412,0.0365659777424483,0.96031746031746,0.585714285714286,0.807936507936508,0.43801652892562,0.814814814814815,1.89795918367347,27.6802721088435,3.41015625,0.390912915305553,31,2,2523,19798,0.886967429774652,0.235976727945721,0.0300721933835264
"20","CHOA SAIDAN SHAH",6.2969965473742,665.519480519481,0.447197671582445,NA,0,36.8789625360231,170907.258360337,15831.238978,3550056.73907929,0.0751173708920188,0.995305164319249,0.802816901408451,0.889671361502347,0.222222222222222,0.902777777777778,2.14150943396226,28.7430894308943,3.50836820083682,0.347862608221945,8,2,497,4765,0.905549220828582,0.300987181522667,0.0313936262784397
"21","CHUNIAN",14.4435216660628,187.582286432161,0.550415006343514,0.457308009266853,12,15.0857858484659,915601.752857614,105279.943199,8252560.55354773,0.0102639296187683,0.959124087591241,0.484626647144949,0.811678832116788,0.467455621301775,0.685990338164251,2.1028880866426,27.5663900414938,3.45175438596491,0.388238553656494,20,2,2265,18610,0.891497005988024,0.17676681269502,0.0215140693580989
"22","DARYA KHAN",4.84631782080724,178.116071428571,0.760152435133688,0.758242011070251,0,40.2169117647059,360979.779108197,40405.330278,2737926.56547173,0.0733752620545073,0.90146750524109,0.452830188679245,0.82563025210084,0.308411214953271,0.647540983606557,2.05135951661631,28.0546218487395,3.22222222222222,0.361900530783916,10,2,1791,8566,0.827073476875543,0.212001731976042,0.0443258349251799
"23","DASKA",23.4352776148498,231.571014492754,0.406716299920842,0.560621023178101,0,9.92946859903382,1016790.99566206,111760.219659,14155544.0641533,0.0360248447204969,0.998760842627014,0.788104089219331,0.921933085501859,0.666666666666667,0.824742268041237,1.88429752066116,27.5981922760887,3.52789256198347,0.419300213735784,25,4,5783,25574,0.815575469592117,0.228829185179044,0.0517447086060223
"24","DE-EXCLUDED AREA D.G.KHAN",0.687988766486662,755.871851040526,0.807933845482807,0.284358110692766,0,174.539841182913,195673.58979287,26813.946032,385818.577358787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,247,2571,0.912349183818311,0.0958829407999757,0.00921162441757838
"25","DE-EXCLUDED AREA RAJANPUR",0.0989869280708237,551.947105632704,0.945489113827174,-1.04905816912651,0,296.248751560549,69528.5922853128,8182.601558,156195.720343814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,140,1,0.0171094729478945,0
"26","DEPALPUR",11.6641021957542,175.181074766355,0.673066214420478,0.5196440021197,23,24.2384682332463,1600542.69237053,181696.848671,6676283.46936845,0.018450184501845,0.953038674033149,0.529953917050691,0.791896869244936,0.549295774647887,0.765567765567766,2.02418207681366,27.9418181818182,3.2592,0.36328384896335,57,2,3453,26971,0.886504075729687,0.148439558513404,0.0190041821047341
"27","DERA GHAZI KHAN",9.25829772289303,142.447422258592,0.618525225727067,0.658009737730026,35,38.833674304419,1803594.7822832,244600.716959,5324213.87492304,0.0991596638655462,0.849706129303107,0.410579345088161,0.779177162048699,0.175392670157068,0.637096774193548,2.12379110251451,27.6542416452442,3.6507413509061,0.329202802802803,34,5,10594,60196,0.850346094081085,0.246099033348664,0.043311402074818
"28","DINA",9.87589809788232,331.480519480519,0.342821570057533,NA,9,25.1516966067864,361625.820499438,33716.820729,5189219.79797747,0.14161220043573,0.997826086956522,0.83695652173913,0.915217391304348,0.903846153846154,0.873873873873874,1.91379310344828,29.0246734397678,3.55460750853242,0.34611012886927,12,4,2324,8215,0.779485719707752,0.243646934152787,0.0689270206903321
"29","DUNYA PUR",12.3741613587883,120.008310249307,0.706751694190084,0.591921001672745,0,20.2412199630314,527545.66001912,59155.96614,7012124.66298002,0.0560165975103734,0.946058091286307,0.510373443983402,0.898340248962656,0.203883495145631,0.945054945054945,2.07258064516129,28.2979719188768,3.41639344262295,0.402816924870898,17,2,2929,15852,0.844044513071721,0.267969590125267,0.049513180007375
"30","FAISALABAD CITY",125.684172964795,183.769230769231,0.357460750987495,0.458514988422394,0,0,3306004.27715914,318990.430656,173935151.449337,0.037344398340249,0.998618784530387,0.795580110497238,0.893572909467864,0.537313432835821,0.916216216216216,1.98033126293996,28.1233243967828,3.5620875824835,0.527357802181985,7,5,1383,83098,0.98362945514376,0.260503112363308,0.00433555325517407
"31","FAISALABAD SADDAR",44.5982968405788,179.54297097325,0.489881034713614,0.449097007513046,0,7.36482640865111,1456460.50457863,153249.882171,11895725.9233242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,3922,49080,0.926002792347459,0.320261257657838,0.0255921893344344
"32","FATEH JANG",4.7181343734914,480.145981410607,0.488432604837847,0.548298001289368,0,26.206444565811,338325.102530492,30952.700811,2665655.59462906,0.098159509202454,0.997955010224949,0.777096114519427,0.895918367346939,0.464285714285714,0.834862385321101,1.92779783393502,29.1242857142857,3.49887640449438,0.425725359911406,14,2,3933,6676,0.629277028937694,0.215683924991369,0.127064840771578
"33","FEROZEWALA",18.815260318827,207.798412698413,0.34669311486765,0.377963006496429,6,2.97297297297297,656705.667221647,75287.323317,15096535.7695343,0.0659062103929024,0.988607594936709,0.80379746835443,0.872151898734177,0.369369369369369,0.845559845559846,2.033527696793,27.4232977850697,3.31917808219178,0.447772621715562,11,2,3592,16285,0.819288625044021,0.216304674977372,0.0477105552667313
"34","FORT ABBAS",3.49679300610209,139.115845959596,0.862599338623605,0.752008001009623,0,113.488255559035,453544.081434717,49017.089091,2042272.50780782,0.0573122529644269,0.925343811394892,0.463654223968566,0.868369351669941,0.394736842105263,0.728476821192053,2.00252525252525,28.5095890410959,3.25162689804772,0.324577831132453,7,2,419,5944,0.934150557912934,0.121263830844075,0.00854803921999792
"35","GOJRA",20.1297330907051,166.452025586354,0.404059277096791,0.496692001819611,0,12.7686567164179,773022.286900879,78593.891243,11848500.0053508,0.0570032573289902,0.996742671009772,0.737785016286645,0.907166123778502,0.425,0.872611464968153,2.01243781094527,28.377802690583,3.51863354037267,0.428106708420445,22,4,2348,20056,0.895197286198893,0.255185227284268,0.0298750954160082
"36","GUJAR KHAN",9.39125896151928,485.492464754497,0.365778209871465,0.45818567276001,7,21.9110787172012,778249.290445082,74683.8780079999,5448487.37576854,0.119311193111931,0.997542997542998,0.871007371007371,0.950920245398773,0.685714285714286,0.952380952380952,1.95881006864989,29.0868443680138,3.65460186142709,0.34796925122814,32,5,4196,13240,0.759348474420739,0.177280563799616,0.0561834777721443
"37","GUJRANWALA",35.9420186939524,221.746031746032,0.4308406999326,0.538593500852585,0,4.80859010270775,1954167.9054167,202554.857639,26101208.67042,0.0487152034261242,0.996264674493063,0.802027748132337,0.894230769230769,0.527675276752767,0.928952042628774,1.96864576384256,27.5824742268041,3.61466666666667,0.427792033343908,30,4,3965,38253,0.906082713534511,0.188852543186971,0.019574944023641
"38","GUJRANWALA CITY",296.382689574054,223.816513761468,0.296845043197684,NA,0,0.110091743119266,1045031.63260231,108260.926158,138398994.762565,0.0147058823529412,1,0.955882352941177,0.967647058823529,0.75,0.9875,1.95652173913043,27.9802371541502,3.80253164556962,1,1,4,143,43317,0.996709618039577,0.400116658311066,0.0013208828436522
