"","TEHSIL","DISTRICT","PROVINCE","X","Y","Shape_Le_1","Shape_Area","Population","Child Population","Population Density","Poverty","Births","Fertiltiy","Malaria Instance","Distance to Lakes Rivers","Night Lights","Elevation","Children Urban","Women Urban","Household Urban","Urban to Rural Ratio","Radio Instance","Electricity Instance","Television Instance","Mobile Phone Instance","Vacc Card Instance","School Enrolled","Antenatal Care","Child Age","Mother Age","Maternal Education","Num Total Clinics","Penta 1 Total","Penta 3 Total","Penta 1 Per Capita","Penta 3 Per Capital","Penta From Clinic","PentaFromOutreach","TotalClinicsCoverage","TotalOutreachCoverage","TotalFromUnknownCoverage","OutreachClinicRatio"
"82","MULTAN CITY","MULTAN","PUNJAB",71.4372979082205,30.1776953683303,0.907674684462,0.0267518025454,2333742.16012892,226931.399102,87236819.1327804,0.543523379192724,53342.6011110544,138.193267127084,0,226931.399102,0.543523379192724,121.638961038961,0.570524412296564,0.593235039028621,0.57208088714938,0.578613446158188,0.0925925925925926,0.984363894811656,0.741109530583215,0.869843527738265,0.624338624338624,0.662337662337662,0.917737789203085,1.95114345114345,27.6214526214526,3.38852578068264,31,67234,69599,0.296274558153056,0.306696209847615,3,464,0.0236811654150359,0.0739562707779211,0.212222725416474,0.899615197818209
"83","MULTAN SADDAR","MULTAN","PUNJAB",71.6373567777792,30.1219478812989,3.30577871126,0.154616692887,1329632.23632578,152807.733376,8599538.71408653,0.665801326839564,32489.0620031059,14.6018256193734,0,152807.733376,0.665801326839564,122.296229802513,0.553719008264463,0.560117302052786,0.565714285714286,0.559850198677178,0.0832072617246596,0.974358974358974,0.731523378582202,0.858220211161388,0.617886178861789,0.631851085832472,0.872093023255814,2.02422907488987,27.8986556359876,3.49099836333879,55,47829,47424,0.313001174373233,0.310350784952147,382,61,0.0602849070297566,0.0832811253648158,0.167504611412685,0.735348195817054
"84","MURIDKE","SHEIKHUPURA","PUNJAB",74.4042923676438,31.8749267332089,1.94167806354,0.0899762354387,719425.141868482,83865.316497,7995723.96378619,0.466068366913818,25504.1278384924,20.0032375203862,39,83865.316497,0.466068366913818,214.1734375,0.268370607028754,0.318499127399651,0.307692307692308,0.298187347373571,0.0538116591928251,0.992559523809524,0.808955223880597,0.907600596125186,0.46875,0.687068114511352,0.918781725888325,2.06741573033708,27.5409674234946,3.40229885057471,0,35178,35110,0.419458263193443,0.418647439329177,31,270,0.0368328664223249,0.125904252688031,0.264388199152544,0.877721478901116
"85","MURREE","RAWALPINDI","PUNJAB",73.3981269677906,33.8752060933371,1.16740136747,0.0373834065647,271926.897200094,23672.531214,7273999.94244683,0.414958182694938,6769.63135147095,12.4441752784392,0,23672.531214,0.414958182694938,1273.18784530387,0.418326693227092,0.405990016638935,0.398230088495575,0.407515599453867,0.153246753246753,1,0.685714285714286,0.922279792746114,0.727272727272727,0.810661764705882,0.919540229885057,1.96860986547085,28.3419117647059,3.63265306122449,15,10005,8276,0.422641749188317,0.349603509873315,224,204,0.0579574692540101,0.0718554338200228,0.234195488006,0.801619433198381
"86","MUZAFFARGARH","MUZAFFARGARH","PUNJAB",71.172955321218,30.1499003883334,3.87569596601,0.208819362273,1531316.64854698,194005.513486,7333211.97746505,0.723043560157494,37900.7425213605,12.6335808404535,0,194005.513486,0.723043560157494,118.248583805398,0.381182147165259,0.448323066392882,0.405756731662024,0.411753981740055,0.0591233435270133,0.885830784913354,0.484199796126402,0.771661569826707,0.430851063829787,0.451082897684839,0.781818181818182,2.07984293193717,28.2315160567588,3.42715231788079,37,40080,40872,0.206592066791402,0.21067442499746,11,23,0.0519418227808623,0.0488078912287372,0.115022504252748,0.688904667819215
"87","NANKANA SAHAB","NANKANA SAHIB","PUNJAB",73.8424625227167,31.3085500622524,2.81182414106,0.154208975573,1060537.29411764,114542.084982,6877273.45426528,0.510087573734377,18068.5186747611,8.11338961596814,0,114542.084982,0.510087573734377,191.641958670261,0.346551724137931,0.37014470677837,0.364016736401674,0.360237722439325,0.0210772833723653,0.982497082847141,0.64018691588785,0.82730455075846,0.525423728813559,0.512361466325661,0.90625,1.99611650485437,28.5072463768116,3.37104825291181,38,57309,57683,0.50033138482686,0.503596560243029,29,378,0.0135845265977524,0.141397810268123,0.354158037252202,0.963059683775699
"88","NAROWAL","NAROWAL","PUNJAB",74.8119283893028,32.0891875804858,1.41311476685,0.0695530053472,652602.426189956,75142.007211,9382807.01074304,0.541772496477747,16339.5562312603,16.6730165625105,33,75142.007211,0.541772496477747,232.312815338042,0.355590062111801,0.372564935064935,0.400482509047045,0.376212502074594,0.0196592398427261,0.998692810457516,0.750326797385621,0.855643044619423,0.735537190082645,0.70770593445527,0.959090909090909,2.03418803418803,27.8379096545616,3.50501253132832,20,32852,31383,0.437198861453768,0.417649210672215,769,720,0.0530994599172207,0.137433113424847,0.242341144133481,0.82027027027027
"89","NOORPUR","KHUSHAB","PUNJAB",71.9561698140232,31.8710848998938,2.35770529374,0.228638041638,277705.704104405,28201.003866,1214608.47947645,0.617601187471085,6741.03509354591,2.0477020332764,0,28201.003866,0.617601187471085,181.438335358445,0.26551724137931,0.2784,0.244943820224719,0.262953687201343,0.0814814814814815,0.888888888888889,0.525925925925926,0.851851851851852,0.708333333333333,0.447735191637631,0.89247311827957,2.13805970149254,28.5923344947735,3.13618677042802,0,13599,13824,0.48221687655578,0.490195315942871,0,65,0.00929044941963486,0.165348723831135,0.318002864104143,0.971614301191766
"90","NOWSHERA VIRKHAN","GUJRANWALA","PUNJAB",73.9948201312739,31.9995744718057,1.52620223534,0.0837694784389,670091.656314388,76280.161504,7999233.95492,0.446550370805704,16909.4465994835,13.5645617946764,0,76280.161504,0.446550370805704,328.986247209273,0.360248447204969,0.365853658536585,0.393203883495146,0.373101996412233,0.0333333333333333,0.998336106489185,0.720465890183028,0.903494176372712,0.845070422535211,0.718237704918033,0.898089171974522,2.17873303167421,27.5881147540984,3.44222539229672,24,30586,28435,0.400969261167547,0.372770579392506,64,61,0.0400497316702692,0.0844256209350356,0.247705296206133,0.860820045558087
"91","OKARA","OKARA","PUNJAB",73.4132854759636,30.7975767754165,2.19811270634,0.117288230741,1343316.02758321,138250.54587,11453118.6897138,0.568265329892113,33028.8421108723,19.566849591749,0,138250.54587,0.568265329892113,175.059587020649,0.423780487804878,0.46360153256705,0.421487603305785,0.436289874559238,0.014207650273224,0.949726775956284,0.590163934426229,0.809419496166484,0.541062801932367,0.549755301794454,0.775862068965517,1.9375,28.021207177814,3.44279346210996,41,59807,53554,0.432598653579551,0.387369175745302,192,564,0.0184013739981336,0.1048169459933,0.272584818836347,0.93676203733625
"92","PAK PATTAN","PAK PATTAN","PUNJAB",73.4476598149264,30.3358767512757,2.40955020532,0.143632580544,1073376.89490245,119973.702107,7473073.94211741,0.707766073059898,26572.9601547718,12.8062458577214,0,119973.702107,0.707766073059898,162.609073359073,0.394270122783083,0.417192429022082,0.380400421496312,0.397287657767159,0.040133779264214,0.913140311804009,0.551224944320713,0.741648106904232,0.684931506849315,0.48331830477908,0.811158798283262,2.05379746835443,27.8259693417493,3.16822429906542,30,55850,51055,0.465518684671325,0.425551592585399,148,324,0.0297315156351408,0.132020598863189,0.267700332955934,0.900039233269813
"93","PASRUR","SIALKOT","PUNJAB",74.6416962618148,32.2761034695929,1.89875036322,0.0972607312646,963302.031424504,110808.640261,9904326.43163889,0.456745644724686,24217.4111831188,17.4602820354137,52,110808.640261,0.456745644724686,246.028017241379,0.327152317880795,0.323852617970265,0.328436516264428,0.326480484038496,0.0381679389312977,0.997823721436344,0.764705882352941,0.882480957562568,0.879432624113475,0.750172057811425,0.822393822393822,2.05124450951684,27.4907088781831,3.4697247706422,28,39652,40055,0.357842131323002,0.361479031830496,1062,764,0.0709691950147303,0.0743804813468218,0.23337530303674,0.766812952200214
"94","PATTOKI","KASUR","PUNJAB",73.8834485433811,31.1232272275965,1.45208089605,0.0795171817751,980345.746145994,114164.341415,12328728.512018,0.488378332325346,24163.5285383463,21.0667206088459,0,114164.341415,0.488378332325346,194.680906713165,0.369883040935673,0.415873015873016,0.403726708074534,0.396494254961074,0.0157894736842105,0.982894736842105,0.61133069828722,0.820816864295125,0.490322580645161,0.524193548387097,0.579710144927536,2.13101160862355,27.6317204301075,3.33846153846154,30,29672,27065,0.259906023476621,0.237070521885776,12,87,0.0263129446792859,0.083099502720501,0.119485645263029,0.819525382997897
"95","PHALIA","MANDI BAHAUDDIN","PUNJAB",73.5829356278844,32.3547288441106,1.90946033998,0.108891981232,617652.983498006,62415.672818,5672162.23370998,0.442037656760535,15856.9558292925,10.1064090690201,0,62415.672818,0.442037656760535,206.086096938776,0.301298701298701,0.364583333333333,0.394148020654045,0.353343351762027,0.0955882352941176,0.996336996336996,0.692307692307692,0.915750915750916,0.711864406779661,0.722222222222222,0.869918699186992,2.09577464788732,27.6012345679012,3.37264957264957,21,30732,29352,0.492376331336081,0.470266499979717,191,439,0.0535282221460968,0.164509962584891,0.260944074855875,0.829783982066436
"96","PIND DADAN KHAN","JHELUM","PUNJAB",72.9304778680237,32.5882526186863,2.22578284469,0.129115102506,412356.224725706,41505.995804,3193710.23778217,0.388930272154582,10442.3604583591,5.62930482930411,0,41505.995804,0.388930272154582,244.281485468245,0.248407643312102,0.333764553686934,0.321292775665399,0.301154990888145,0.105590062111801,0.985537190082645,0.714876033057851,0.878099173553719,0.404255319148936,0.753443526170799,0.950354609929078,1.83666666666667,27.9407713498623,3.25776965265082,20,24048,23085,0.579386171423514,0.556184704229534,184,458,0.0586662228632841,0.163952216256529,0.355298065119035,0.858281922942614
"97","PINDI BHATTIAN","HAFIZABAD","PUNJAB",73.3817187163227,31.9727133713835,1.58632297196,0.112138564342,548791.134523686,58437.506195,4893866.24257096,0.492068334498219,13794.9087166786,8.55763568032172,0,58437.506195,0.492068334498219,195.198013656114,0.451456310679612,0.432467532467532,0.405204460966543,0.429709434704562,0.0344827586206897,0.975095785440613,0.488505747126437,0.812260536398467,0.537313432835821,0.478442280945758,0.773049645390071,2.04255319148936,27.884561891516,3.2703488372093,17,25219,23530,0.431555034464454,0.402652363731655,125,158,0.0139636348833417,0.11906736705673,0.27697964978158,0.952005646394542
"98","PINDI GHEB","ATTOCK","PUNJAB",72.3499887544068,33.3097003952323,2.34784403995,0.149286317059,307034.400701722,29240.182202,2056681.46117087,0.399279444782248,7683.81104123592,3.57054416414309,0,29240.182202,0.399279444782248,396.510697674419,0.399267399267399,0.44683908045977,0.428571428571429,0.424892636099533,0.125570776255708,0.990909090909091,0.775,0.915909090909091,0.612903225806452,0.692682926829268,0.909090909090909,1.91025641025641,28.9268292682927,3.61737089201878,12,18049,18822,0.617267015482737,0.643703239260684,2,3,0.111011620159398,0.167133021478428,0.376194646257971,0.772146567457532
"99","PIPLAN","MIANWALI","PUNJAB",71.4341189198481,32.3429793479136,1.6483834177,0.114576014895,420927.187300743,47236.398382,3673781.00631698,0.489335154822683,9453.06910333969,6.02490063947717,0,47236.398382,0.489335154822683,193.235187424426,0.316455696202532,0.380681818181818,0.385106382978723,0.360747965787691,0.0669745958429561,0.942263279445728,0.64203233256351,0.868360277136259,0.538461538461538,0.507911392405063,0.815533980582524,2.16206896551724,28.0712025316456,3.41121495327103,5,16346,15207,0.346046704657924,0.321933943333724,12,265,0.0295323108404383,0.0725499851255785,0.224212691119055,0.883614216586017
"100","QAIDABAD","KHUSHAB","PUNJAB",71.9668017072219,32.3161778099351,1.85278254,0.122537654579,366878.849719481,37706.640502,2994009.07402675,0.576316059411111,8448.44380843639,4.78123588479705,0,37706.640502,0.576316059411111,255.186085972851,0.272727272727273,0.285302593659942,0.243243243243243,0.267091036543486,0.036319612590799,0.927536231884058,0.635265700483092,0.898550724637681,0.761904761904762,0.400998336106489,0.788235294117647,2.09349593495935,28.3277870216306,3.27385892116183,8,16525,15547,0.438251718530148,0.412314642540891,4,113,0.029596908797558,0.135546416545089,0.250778108951351,0.894438138479001
"101","RAHIM YAR KHAN","RAHIM YAR KHAN","PUNJAB",70.3646616445993,28.3835607576933,3.19613528595,0.242015708815,1590154.09017318,192741.880967,6570458.16554293,0.721044888113361,39704.2527817618,11.4752175669832,24,192741.880967,0.721044888113361,82.7374173137762,0.355016538037486,0.437383177570093,0.416276894293732,0.402892203300437,0.081799591002045,0.926380368098159,0.596114519427403,0.786298568507158,0.597701149425287,0.494572591587517,0.721362229102167,2.00829383886256,27.5841248303935,3.54046639231824,43,28360,20673,0.147139790572323,0.107257436195403,8,134,0.0230100483493742,0.0255730616266213,0.0594318159734119,0.720893643801133
"102","RAJANPUR","RAJANPUR","PUNJAB",70.2433855719855,29.1379379467746,2.88511413927,0.252191747352,615449.027342863,83327.013993,2440401.13843948,0.729926135892419,15570.8375770394,4.29066893828586,0,83327.013993,0.729926135892419,109.658503026968,0.301181102362205,0.40506329113924,0.351585014409222,0.352609802636889,0.11496062992126,0.789308176100629,0.476340694006309,0.80188679245283,0.582089552238806,0.398230088495575,0.779220779220779,2.16198704103672,27.6359039190898,3.59365079365079,14,15831,11568,0.189986407065179,0.138826527504895,5,1,0.0449314072422482,0.0269900467114894,0.0700373110752566,0.609185803757829
"103","RAWALPINDI","RAWALPINDI","PUNJAB",72.9819278574208,33.4038825067574,2.73041636994,0.156662062439,3056583.40588149,276227.191952,19510680.2393313,0.506967513404662,70172.9899721146,21.0951578320377,0,276227.191952,0.506967513404662,864.412204100025,0,0,0,0,0.137130801687764,0.995798319327731,0.798319327731092,0.90295358649789,0.7,0.804532577903683,0.861788617886179,1.76190476190476,27.9971671388102,3.78697183098592,59,69515,58047,0.4592163,0.447613,444,7983,0.0215438601751927,0.0740803244437856,0.137390528904174,0.864448088925334
"104","RENALA KHURD","OKARA","PUNJAB",73.6718911662516,30.9465134120686,1.29656963507,0.0586821187878,537363.1955801,59448.46306,9157188.02729764,0.513220579846191,13431.7146215439,15.933232054026,0,59448.46306,0.513220579846191,184.225385527877,0.412532637075718,0.445652173913043,0.389312977099237,0.415832596029333,0.0134874759152216,0.973025048169557,0.616570327552986,0.851637764932563,0.744525547445255,0.610169491525424,0.805555555555556,1.93478260869565,28.4463276836158,3.40277777777778,22,23702,21802,0.398698280493444,0.366737824289852,72,198,0.0383861900297881,0.0792955739703862,0.256440607801981,0.869800878644377
"105","ROJHAN","RAJANPUR","PUNJAB",70.0367344297344,28.7868240236012,2.98832848577,0.258689808987,318894.922335703,45042.270148,1232730.90495702,0.800740637981546,8322.42593854573,2.24384630319378,0,45042.270148,0.800740637981546,98.7883995703545,0.0997830802603037,0.131178707224335,0.126050420168067,0.119004069217569,0.0455580865603645,0.671981776765376,0.275626423690205,0.694760820045558,0.283898305084746,0.132382892057026,0.35031847133758,2.05200945626478,28.7902240325866,3.18461538461538,9,11696,8071,0.259667196204127,0.179187238420272,11,34,0.0203808555160216,0.0481547664643255,0.111672879352493,0.845662407531944
"106","SADIQABAD","RAHIM YAR KHAN","PUNJAB",70.0268983948439,28.1975835634789,3.34690627907,0.234187657067,1229232.67321614,155399.09146,5248921.69216442,0.76740565837685,64269.5016281083,19.0880610716092,7,155399.09146,0.76740565837685,76.6768455380966,0.350663716814159,0.43258785942492,0.40913508260447,0.397462219614517,0.0815677966101695,0.934322033898305,0.597457627118644,0.778601694915254,0.269406392694064,0.475268817204301,0.701986754966887,2.04738154613466,27.6666666666667,3.3921568627451,28,30696,22269,0.197530112381006,0.143301996110653,30,618,0.0594405019567159,0.0205664008069356,0.0648008936563959,0.521572486662868
"107","SAFDARABAD","NANKANA SAHIB","PUNJAB",73.6191380673092,31.7520334546106,1.37390316842,0.0572720991987,423227.672847949,44974.255749,7389770.56488888,0.541944886504957,23885.6685147285,28.8126278826641,0,44974.255749,0.541944886504957,200.354644149578,0.361764705882353,0.404539385847797,0.4,0.388768030576717,0.0181818181818182,1,0.741496598639456,0.875283446712018,0.705882352941177,0.689088191330344,0.89622641509434,2.0580204778157,27.4304932735426,3.19088937093276,14,23767,25143,0.528457883386507,0.559053164555348,0,73,0.0184772373919379,0.161092159933321,0.386198719928483,0.954340659340659
"108","SAHIWAL","SARGODHA","PUNJAB",72.3960794186433,31.8828499388227,1.58309795635,0.0723090025332,373318.126954663,40127.891749,5162816.71543259,0.405094836000533,9340.00749802589,8.99808044125809,0,209200.949074,0.405094836000533,169.999036608863,0.342776203966006,0.367447595561036,0.348837209302326,0.353020336276456,0.0395010395010395,0.972972972972973,0.61954261954262,0.856548856548857,0.747826086956522,0.56043956043956,0.860869565217391,2.02341137123746,28.5425824175824,3.31372549019608,14,35451,29752,0.883450349740426,0.741429432328486,442,1593,0.0463268793593256,0.285038647720261,0.407497112040717,0.89791884026138
"109","SAHIWAL_SAHIWAL","SAHIWAL","PUNJAB",73.1131511618257,30.6695459979834,2.47041660226,0.154299986255,1656303.92872379,169073.057325,10734310.2804075,0.572817092766427,40623.8955437243,18.2825812528012,0,0,0.572817092766427,166.991884580703,0.382495948136143,0.419678714859438,0.399596367305752,0.400590343433777,0.0286885245901639,0.938775510204082,0.7170582226762,0.871428571428571,0.601190476190476,0.617138908085694,0.896860986547085,1.97108843537415,27.8790601243953,3.65919282511211,0,75758,74507,0.448078488664072,0.440679320400406,456,1343,0.012574445826181,0.171434765885162,0.2640633623498,0.954545454545455
"110","SAMBRIAL","SIALKOT","PUNJAB",74.3055040982923,32.5052061619953,0.930382718135,0.0345015695785,396648.865108049,42757.637787,11496545.5181849,0.372860417606119,11647.4564179182,23.388466702647,0,42757.637787,0.372860417606119,232.871743486974,0.377314814814815,0.347873500545256,0.377777777777778,0.367655364379283,0.0458891013384321,0.998087954110899,0.864244741873805,0.948374760994264,0.934579439252336,0.819932049830125,0.920289855072464,2.11083743842365,28.0588901472254,3.59668508287293,15,21484,21497,0.502459937263699,0.502763976510787,776,440,0.100987805301836,0.11841159292339,0.306378010526646,0.752095533356298
"111","SAMUNDARI","FAISALABAD","PUNJAB",72.9100507161809,31.0194448835546,1.99834499798,0.0818998719286,793660.551774212,81312.723225,9690620.181508,0.406523217325078,20367.6904578209,17.2607546252719,0,81312.723225,0.406523217325078,171.656514382403,0.415750915750916,0.44609375,0.437575757575758,0.433140141108891,0.0438709677419355,0.996134020618557,0.789948453608247,0.908505154639175,0.656716417910448,0.774278215223097,0.895348837209302,2.03171247357294,27.8101487314086,3.5683615819209,25,36941,34230,0.454307745883516,0.42096733010998,2,85,0.0163934984235058,0.130606866659889,0.272749443388231,0.943303134702905
"112","SARAI ALAMGIR","GUJRAT","PUNJAB",73.753613275247,32.8692969461771,1.30402384861,0.0466285051914,303178.845788757,31553.105863,6502006.54179826,0.27895109243135,6760.84168110043,10.1361944244384,0,31553.105863,0.27895109243135,259.150746268657,0.367688022284123,0.408820023837902,0.383763837638376,0.3867572945868,0.0626223091976517,0.998043052837573,0.863013698630137,0.945205479452055,0.924528301886792,0.84993531694696,0.975806451612903,1.95508982035928,28.4463130659767,3.53729071537291,7,15404,15594,0.488192828524787,0.494214422748346,19,38,0.0579023823497004,0.162392888429045,0.279085045961391,0.828176431863068
"113","SARGODHA","SARGODHA","PUNJAB",72.7318087911891,32.053690882792,2.6722502514,0.138883927065,1685523.8450356,167762.933738,12136205.2517909,0.424021322463744,41169.2665627003,20.4924174030365,0,167762.933738,0.424021322463744,186.662182361734,0.397653194263364,0.485750474984167,0.468354430379747,0.450586033209093,0.0825396825396825,0.989429175475687,0.711416490486258,0.874207188160677,0.628140703517588,0.716160220994475,0.90234375,2.05162241887906,28.5504143646409,3.60270009643202,55,74387,68826,0.44340545520128,0.410257489341999,274,648,0.027842860731649,0.123871224334061,0.266405689291285,0.90537638765092
"114","SHAH KOT","NANKANA SAHIB","PUNJAB",73.5434564126682,31.5741262856464,0.794801490731,0.0231343055097,247883.7766499,26318.297474,10714986.7345689,0.478741938809314,3899.02609205246,11.8152305819772,0,26318.297474,0.478741938809314,194.891891891892,0.435754189944134,0.447902571041949,0.415384615384615,0.433013792123566,0.0367965367965368,0.989177489177489,0.666666666666667,0.874458874458874,0.428571428571429,0.701444622792937,0.890909090909091,2.05821917808219,27.8619582664526,3.4324942791762,9,13367,14024,0.507897595321481,0.532861216188258,9,22,0.0517130715368097,0.186144259705239,0.298385562658756,0.85228999348817
"115","SHAHPUR","SARGODHA","PUNJAB",72.4801411373301,32.2005396652578,1.55640045276,0.0752400384685,422428.486739157,44096.133003,5614410.82883033,0.472175239636889,10884.8578531742,10.0599425630076,0,44096.133003,0.472175239636889,180.186175115207,0.303125,0.385991058122206,0.391120507399577,0.360078855173928,0.0770925110132159,0.991189427312775,0.605726872246696,0.8215859030837,0.452054794520548,0.518821603927987,0.836206896551724,1.97627118644068,28.1865793780687,3.2120253164557,15,18808,17678,0.426522661266475,0.400896831447721,15,67,0.0329053797053198,0.10978286916158,0.262970904936519,0.888786694259217
"116","SHAKARGARH","NAROWAL","PUNJAB",75.1740376118646,32.2322970278407,1.88544982779,0.0916775958928,799176.958547516,89916.222936,8717254.75308063,0.585355592081417,18534.7337739468,14.4576706505045,91,89916.222936,0.585355592081417,257.899206349206,0.247512437810945,0.276167947959787,0.296703296703297,0.273461227491343,0.0942460317460317,1,0.757425742574257,0.959405940594059,0.742138364779874,0.749387254901961,0.961832061068702,2.12367021276596,26.9675245098039,3.58381030253475,27,34995,33474,0.389195618513786,0.372279872385497,530,743,0.0547843296699217,0.140130441299434,0.18794161329517,0.774295532646048
"117","SHANGLA HILL","NANKANA SAHIB","PUNJAB",73.4042361147808,31.7296796277988,0.985367022734,0.0287177847956,238229.126802748,25281.540444,8295525.87354329,0.51533949971199,4417.60397410393,10.6448288532625,0,25281.540444,0.51533949971199,195.110843373494,0.398255813953488,0.47568988173456,0.442622950819672,0.438856215502573,0.0182648401826484,0.995444191343964,0.737442922374429,0.87243735763098,0.222222222222222,0.751470588235294,0.940677966101695,1.86101694915254,27.4764705882353,3.55772994129159,13,15877,15546,0.628007618252868,0.614915061621156,0,100,0.0260664496081527,0.171706309179045,0.423985240287995,0.94208120935138
"118","SHARAK PUR","SHEIKHUPURA","PUNJAB",74.0675077895484,31.4961123194598,1.04654892998,0.035484737582,217426.566346706,25300.809916,6127326.31442645,0.474406478228047,6775.74870061874,13.1567935934345,0,25300.809916,0.474406478228047,200.684210526316,0.477073170731707,0.492660550458716,0.501061571125265,0.490265097438563,0.0494672754946728,0.998479087452471,0.768821292775665,0.884410646387833,0.698224852071006,0.725175526579739,0.932011331444759,1.97537473233405,27.6720160481444,3.61825726141079,5,7597,8053,0.300267067545364,0.318290205994843,27,54,0.027785671776279,0.0780212177615571,0.224182546678598,0.889725490196078
"119","SHEIKHUPURA","SHEIKHUPURA","PUNJAB",73.9378700874123,31.7380732308851,2.1805751113,0.11936723864,1636109.85926159,182201.133685,13706523.480835,0.422995972569327,33691.951924324,19.6569147749849,0,182201.133685,0.422995972569327,204.265969802555,0.431746031746032,0.437362637362637,0.443946188340807,0.437684952483159,0.0331695331695332,0.992628992628993,0.755528255528256,0.901719901719902,0.537037037037037,0.636144578313253,0.925233644859813,2.0034965034965,28.2120481927711,3.47474747474747,15,75315,72131,0.413361862666612,0.395886669534693,1,1596,0.0299065098542172,0.117326383034245,0.254520919063951,0.894853636416263
"120","SHORKOT","JHANG","PUNJAB",72.1837859113711,30.888947124526,2.40354430469,0.115646879067,576552.714904999,63599.031024,4985458.48842988,0.448038713886985,17083.4013353586,10.2357108060867,0,63599.031024,0.448038713886985,143.986202759448,0.404395604395604,0.441277080957811,0.428571428571429,0.424748037974948,0.0459965928449744,0.902896081771721,0.419080068143101,0.858361774744027,0.346666666666667,0.557907845579078,0.844155844155844,2.11576354679803,28.2341220423412,3.36607142857143,17,27234,25211,0.428214071213174,0.396405410492595,15,62,0.0125159139562931,0.138807146238889,0.245899972817171,0.951566778217219
"121","SHUJABAD","MULTAN","PUNJAB",71.3146261042914,29.8304035630155,1.36544309362,0.0781807056617,670551.907528187,82212.098073,8576948.77339389,0.683113437748082,16539.1208529472,14.6234490300152,0,82212.098073,0.683113437748082,112.86944937833,0.409836065573771,0.504337050805452,0.467652495378928,0.460608537252717,0.0935672514619883,0.932038834951456,0.586744639376218,0.848543689320388,0.634328358208955,0.505235602094241,0.836734693877551,2.03580562659847,28.4607329842932,3.36010362694301,0,22389,20222,0.272332181330779,0.245973530343964,138,23,0.0677637492605194,0.0608912814213175,0.119021412047062,0.637210210992446
"122","SIALKOT","SIALKOT","PUNJAB",74.5357723286094,32.5972144632597,1.98059957331,0.0929130177081,1877924.26442515,183615.644637,20211637.8387894,0.41817762976469,44738.2578124404,34.6271345297526,139,183615.644637,0.41817762976469,248.044186046512,0.280503144654088,0.333902161547213,0.365313653136531,0.326572986445944,0.0541062801932367,1,0.90549662487946,0.93731918997107,0.877005347593583,0.843172331544425,0.956521739130435,2.03527815468114,28.2057245080501,3.86411889596603,37,68907,69677,0.375278479871506,0.379472022320039,1696,1839,0.0565256845108097,0.0954548292148531,0.251514516049543,0.816499001078482
"123","SILLANWALI","SARGODHA","PUNJAB",72.5044355635209,31.7627911062646,1.76430128796,0.0580984094791,387168.228093495,41169.434288,6664007.35518884,0.392994071539609,9793.45844006538,11.8564872155755,0,41169.434288,0.392994071539609,175.716363636364,0.352331606217617,0.339779005524862,0.367614879649891,0.353241830464123,0.0372093023255814,0.974418604651163,0.681395348837209,0.872093023255814,0.729508196721312,0.634645669291339,0.870748299319728,1.88252148997135,28.4220472440945,3.49379652605459,18,22909,20766,0.55645651673862,0.504403336094731,11,119,0.0246542129507922,0.163057863584895,0.314262273061429,0.927255787285888
"124","SOHAWA","JHELUM","PUNJAB",73.3037730125829,33.0216075246167,2.06169542141,0.0877252109475,208324.233354808,20413.516887,2374736.1916232,0.463421114614304,6042.35837554932,4.79552252027724,0,20413.516887,0.463421114614304,406.781027667984,0.211267605633803,0.211901306240929,0.217131474103586,0.213433461992772,0.149779735682819,0.986784140969163,0.777533039647577,0.892070484581498,0.647058823529412,0.798151001540832,0.95,2.03759398496241,28.6748844375963,3.3957528957529,16,11768,11490,0.576480773261282,0.562862345748822,83,177,0.0771057730381762,0.162196451416392,0.341930302291277,0.815992518120178
"125","TALA GANG","CHAKWAL","PUNJAB",72.2386704888558,32.8502297520053,2.91318745393,0.304179588086,595198.162004822,60082.695968,1956732.7503795,0.478034256962139,15073.5091806054,3.43438349979618,0,60082.695968,0.478034256962139,455.56345408977,0.323404255319149,0.37037037037037,0.375,0.356258208563173,0.123430962343096,0.945606694560669,0.715481171548117,0.870292887029289,0.388888888888889,0.713836477987421,0.932584269662921,1.82038834951456,28.872641509434,3.63215859030837,23,25316,25243,0.421352597318258,0.420137605234033,22,23,0.019922541435849,0.127657387479501,0.269578449153256,0.931183166609176
"126","TANDLIANWALA","FAISALABAD","PUNJAB",73.0645094190566,30.9111470984693,2.68567283347,0.12751031025,854768.795213373,87927.525046,6703526.90333426,0.449577694072962,21409.5232738853,11.6673151356323,0,87927.525046,0.449577694072962,171.159956474429,0.389728096676737,0.428085106382979,0.393939393939394,0.403917532333037,0.0228187919463087,0.979865771812081,0.612903225806452,0.741935483870968,0.569832402234637,0.497164461247637,0.842342342342342,2.01581722319859,28.586011342155,3.24714828897338,22,43171,38836,0.490983909502909,0.441681941800166,1,325,0.00807483208049536,0.15828945478357,0.27361170449656,0.971333979328165
