"","OBJECTID","PROVINCE","DISTRICT","TEHSIL","SHAPE_Leng","Area_Sq_Km","Shape_Le_1","Shape_Area","id","penta1_in_clinic","penta3_in_clinic","penta1_out_clinic","penta3_out_clinic","penta1_ratio","penta3_ratio","OutreachClinicRatio","vaccinations","penta1","penta2","penta3"
"340",342,"PUNJAB","JHELUM","SOHAWA",2.06169542151,911.996248991,2.06169542141,0.0877252109475,"340",1440,2515,-38671,8543,-0.0386774462141764,-0.042620232172471,-24.4630350194553,0,5273,5371,5459
"341",343,"PUNJAB","KASUR","CHUNIAN",1.82977106657,1181.82403748,1.82977106794,0.11094759583,"341",1434,3290,-24091,27642,-0.0632916979299996,-0.0764882529588412,-14.0739030023095,0,7480,8712,8846
"342",344,"PUNJAB","KASUR","KASUR",2.92286646652,1458.18747371,2.92286647186,0.137050059805,"342",3633,5806,-60908,43548,-0.0634308162374509,-0.0700521175491613,-15.2750859643639,0,11921,13484,13726
"343",345,"PUNJAB","KASUR","KOT RADHA KISHAN",1.07500856646,429.961468623,1.07500856362,0.0404713777675,"343",1365,2693,-22691,17496,-0.0640063771921598,-0.0725357162557229,-14.7863117870722,0,4777,5644,5449
"344",346,"PUNJAB","KASUR","PATTOKI",1.45208089868,844.634895385,1.45208089605,0.0795171817751,"344",1918,4237,-32191,22656,-0.0633567865754963,-0.0665689344972346,-16.022022022022,0,8599,10141,10132
"345",347,"PUNJAB","KHANEWAL","JAHANIAN",1.45683001044,499.727509199,1.45683001066,0.0467037462545,"345",1444,2741,-25580,19057,-0.0598276433543255,-0.0565385783718104,-18.6870382807253,0,9293,9105,9334
"346",348,"PUNJAB","KHANEWAL","KABIRWALA",2.09632903821,1649.33782288,2.09632903847,0.154822348563,"346",1238,2575,-2637,55986,-0.884917798427448,-0.918636995827538,-2.0885692657078,0,21026,19963,22776
"347",349,"PUNJAB","KHANEWAL","KHANEWAL",1.86252546523,1192.84176893,1.86252547199,0.111678581631,"347",1713,3527,-19179,51862,-0.0980762624527654,-0.0934002111932418,-11.7066139061617,0,17358,17106,18898
"348",351,"PUNJAB","KHUSHAB","KHUSHAB",3.21807433133,2948.08275164,3.21807433131,0.282120633646,"348",2347,3883,-28013,39235,-0.0914439336086652,-0.0950454134561577,-11.5212862318841,0,24450,24018,23778
"349",352,"PUNJAB","KHUSHAB","NOORPUR",2.35770529337,2401.75161753,2.35770529374,0.228638041638,"349",282,405,870,12334,0.244791666666667,0.0853462157809984,10.7169811320755,0,7592,7554,7583
"350",353,"PUNJAB","KHUSHAB","QAIDABAD",1.85278253678,1281.14695243,1.85278254,0.122537654579,"350",709,805,-10362,13359,-0.0734486688076246,-0.154053392113642,-7.4912559618442,0,7948,8054,8045
"351",354,"PUNJAB","LAHORE","LAHORE CANTT",1.89688566457,1037.43841716,1.8506433392,0.0979041316303,"351",2178,4178,-34105,72645,-0.0682181225921634,-0.0632051790196856,-16.8214882943144,0,40644,45071,41003
"352",355,"PUNJAB","LAHORE","LAHORE CITY",1.78899013741,656.331330988,1.78899013568,0.0619308895648,"352",1272,2876,-12139,40554,-0.117051624183307,-0.126622516556291,-8.89748953974895,0,46182,52387,49081
"353",356,"PUNJAB","LAYYAH","CHAUBARA",2.25973300018,2940.54723847,2.25973300174,0.277324077191,"353",1344,1726,-37330,11578,-0.0373478575001389,-0.0524064171122995,-20.0816326530612,0,3832,3782,3757
"354",357,"PUNJAB","LAYYAH","KAROR LAL ESAN",1.77193661749,1417.97067094,1.77193661791,0.134190706245,"354",5265,4050,-149568,20098,-0.0364857279474439,-0.0426994327142622,-24.4195148842337,0,16811,15068,14502
"355",358,"PUNJAB","LAYYAH","LAYYAH",2.08339814632,2022.48850758,2.08339814457,0.190730581555,"355",9359,15415,-250194,41177,-0.0388606307222787,-0.0429791777896423,-24.2670807453416,0,25083,23991,23741
"356",359,"PUNJAB","LODHRAN","DUNYA PUR",1.79712404302,806.767928427,1.79712404092,0.0752333544217,"356",1924,2026,-23103,18900,-0.0908447046602767,-0.0998258489861923,-11.017445482866,0,13237,12861,13296
"357",360,"PUNJAB","LODHRAN","KARORPACCA",1.69493649807,714.550968972,1.69493650145,0.0664978827561,"357",1131,1273,-6043,26743,-0.230252442996743,-2.51041666666667,-1.39834024896266,0,15793,15399,15564
"358",361,"PUNJAB","LODHRAN","LODHRAN",1.8860463158,1142.96395348,1.88604631292,0.106353191974,"358",2975,4602,-38498,35425,-0.0837485572727529,-0.122092710963098,-9.19049714034316,0,21417,20815,21841
"359",362,"PUNJAB","MANDI BAHAUDDIN","MALAKWAL",1.49364609961,749.137191113,1.49364609732,0.0716019165719,"359",2283,3025,-49601,19335,-0.0482480240077772,-0.0498669642090808,-21.0533562822719,0,11576,11327,10989
"360",363,"PUNJAB","MANDI BAHAUDDIN","MANDI BAHAUDDIN",1.3554163592,878.770324106,1.35541635726,0.0840603532713,"360",3986,6642,-81697,30197,-0.0512926097978407,-0.0480277948089107,-21.8212765957447,0,14228,14559,14161
"361",364,"PUNJAB","MANDI BAHAUDDIN","PHALIA",1.90946033367,1140.8828145,1.90946033998,0.108891981232,"361",1405,2166,-21440,26316,-0.0701272772647866,-0.0812480881003365,-13.3079819277108,0,12176,12219,12287
"362",365,"PUNJAB","MIANWALI","ISAKHEL",2.92341438718,1883.27458015,2.92341438284,0.18138317281,"362",2675,2678,-49263,12459,-0.0574182192839358,-0.0599967743669695,-17.6675627240143,0,8855,8931,8835
"363",366,"PUNJAB","MIANWALI","MIANWALI",2.77735101538,2952.13457317,2.77735101746,0.283593037576,"363",2864,3730,-48811,26981,-0.0623326876618713,-0.0678702504317789,-15.7339960238569,0,12901,12433,12237
"364",367,"PUNJAB","MIANWALI","PIPLAN",1.64838341894,1197.12073252,1.6483834177,0.114576014895,"364",1342,2016,-16421,12796,-0.0889979441607534,-0.0849036013095671,-12.7780634104542,0,7804,7463,7317
"365",368,"PUNJAB","MULTAN","JALALPUR PIRWALA",1.58360418199,871.275606975,1.58360418294,0.0810897034058,"365",1802,2760,-29539,16547,-0.0649673721022461,-0.060440505893487,-17.5451957295374,0,6616,6379,6645
