"","UC","DISTRICT","TEHSIL","fertility","elevation","poverty","distance_to_cities","Population","child_population","population_density","OutreachProportion","TotalOutreachCoverage","TotalClinicsCoverage"
"721","CHAK NO. 103","Faisalabad","Jaranwala",29.9379473867871,190.142857142857,0.429786191100166,3.42857142857143,17338.8790621135,1799.866068,11191188.6614966,0.929376408715252,0.687273359942024,0.0522261081928458
"722","CHAK NO. 105","Bahawalnagar","Haroonabad",7.49559364236634,150.625,0.757977052168413,22.6818181818182,40296.0114151804,4264.677164,6654278.1425151,0.958397534668721,0.145849258004937,0.00633107711596994
"723","CHAK NO. 106","Faisalabad","Jaranwala",22.8990468701651,186.388235294118,0.450975086759118,5.47058823529412,66978.6345544115,7007.385912,45307479.8718264,0.967381669916681,0.778749746129295,0.0262580086655287
"724","CHAK NO. 109","Bahawalnagar","Haroonabad",5.53293683999727,148.386554621849,0.773815610328642,29.8151260504202,29275.2407369611,3074.37656,3650234.61481074,0.960597826086957,0.229965323441056,0.00943280676066565
"725","CHAK NO. 112","Faisalabad","Jaranwala",17.6937204254998,185.431818181818,0.425504485535067,3.90697674418605,49051.7639268015,5091.828898,15765369.5420401,0.680048661800487,0.219567472198277,0.103302764200621
"726","CHAK NO. 113","Faisalabad","Faisalabad Saddar",44.9021554037377,184.962962962963,0.463425432642301,2.0188679245283,48840.4042187567,5152.69161,13098499.5977848,1,0.434530177520172,0
"727","CHAK NO. 115","Faisalabad","Jaranwala",33.787119233247,181.390977443609,0.517666840239575,13.4758064516129,208616.775659337,20626.94902,28284218.4742761,0.975516756973711,0.471325157713509,0.0118291851966772
"728","CHAK NO. 117","Faisalabad","Faisalabad Saddar",159.409781474816,181.447368421053,0.457182199547165,0.807692307692308,131859.893885093,12870.107784,48698337.4399993,0.985237338178515,0.337060114243407,0.00505046275376244
"729","CHAK NO. 118","Bahawalnagar","Chishtian",7.78748556445627,153.69696969697,0.602221598519998,17.1176470588235,20288.8629344169,2180.062584,4403242.73860189,0.973568281938326,0.405492946160302,0.0110088582667955
"730","CHAK NO. 119","Faisalabad","Faisalabad Saddar",59.3131787880607,179.75,0.512910161167383,0.210526315789474,16840.7643932944,1743.945543,10051019.911783,1,0.868719786624668,0
"731","CHAK NO. 12","Sheikhupura","Nankana Sahib",9.80938521623611,192.162790697674,0.540292171544807,3.55813953488372,15435.026442903,1666.3474,5711435.26832562,0.950434782608696,0.655925649117345,0.0342065526072174
"732","CHAK NO. 122","Faisalabad","Jaranwala",33.4767744220904,187.65671641791,0.3980757322774,2.35820895522388,88289.4220641167,9164.902435,19409575.5447976,0.769313690262307,0.467217194112989,0.140099691088528
"733","CHAK NO. 127","Faisalabad","Chak Jumra",11.3956308518687,190.032258064516,0.399636695461888,4.58064516129032,17876.2032362843,1853.423971,8207837.75495501,0.961448598130841,0.444043032181113,0.0178048846439572
"734","CHAK NO. 128","Bahawalnagar","Chishtian",9.39421148543005,168.064220183486,0.521520859877998,16.7339449541284,42541.2266340931,4388.960113,10228966.2473783,0.992067884154215,1.22534720333194,0.00979730936096571
"735","CHAK NO. 129","Bahawalnagar","Haroonabad",5.05989377875613,144.974358974359,0.84407620348482,64.034188034188,16884.8972229435,1814.300076,2018911.68637108,1,0.120707705906528,0
"736","CHAK NO. 132","Bahawalnagar","Haroonabad",5.07220296127101,147.979166666667,0.755938344395038,33.4020618556701,19596.0366716773,2051.811834,2973427.23040964,1,0.247098682051953,0
"737","CHAK NO. 136","Faisalabad","Chak Jumra",12.3173072063006,188.685185185185,0.407353908927352,5.83333333333333,26040.6027357909,2699.917689,6763652.74958958,0.977485928705441,0.38593769145086,0.00888915987986625
"738","CHAK NO. 138","Faisalabad","Samundri",16.6666435353896,171.647058823529,0.313897444921381,1.58823529411765,32503.4653323397,3329.996769,14167565.284182,1,0.673273926530948,0
"739","CHAK NO. 139","Faisalabad","Chak Jumra",13.6190411647161,192.416666666667,0.430764586009361,8.31481481481481,64311.9234025222,6702.798494,8478769.62019764,0.981225296442688,0.444441228938427,0.00850391072490445
"740","CHAK NO. 142","Bahawalnagar","Haroonabad",16.9131615073954,157.396694214876,0.57020617787503,14.2066115702479,91327.5581593765,9470.695104,14547846.3792676,0.92824171212757,0.700687745421901,0.0541670906271
"741","CHAK NO. 146","Faisalabad","Chak Jumra",13.3791320800781,190.52427184466,0.437365299000323,11.6116504854369,54103.5158763218,5609.683077,7360857.60984574,0.940685413005272,0.381661489715562,0.0240655306453064
"742","CHAK NO. 147","Faisalabad","Jaranwala",29.3086465943244,190.460317460317,0.44799659129173,3.49206349206349,75472.9129738315,7834.481954,17778381.6114187,0.966064981949458,0.512350404732326,0.0179973610033029
"743","CHAK NO. 15/","Bahawalnagar","Haroonabad",25.596031726935,157.333333333333,0.518201534564678,8.87179487179487,37728.7766051594,4173.883566,13908051.1912194,0.930567559781043,0.773859631905218,0.0577399911111943
"744","CHAK NO. 151","Faisalabad","Jaranwala",26.0403963804245,190.575,0.380961581319571,1.85,49577.1845044413,5146.370294,17480933.5703682,0.971345313258864,0.388623415289751,0.0114643907510477
"745","CHAK NO. 152","Bahawalnagar","Haroonabad",10.9217438379924,154.677419354839,0.71126825194205,31.1612903225806,10275.4733784242,1068.62301,4972150.3683092,0.961077844311377,0.30038656944136,0.0121651881705224
"746","CHAK NO. 155","Faisalabad","Chak Jumra",17.8811103394537,188.649253731343,0.421343452227649,2.3134328358209,85887.5718033379,8922.701893,9321273.03444757,0.975820596341769,0.872941861490474,0.0216302194463553
"747","CHAK NO. 156","Faisalabad","Chak Jumra",30.1066703029446,187.643356643357,0.390881247453756,3.48251748251748,221890.422183018,23152.067713,22471280.3928536,0.821637047606693,0.273582475592166,0.0593899437857955
"748","CHAK NO. 159","Faisalabad","Chak Jumra",12.9020017484824,187.673913043478,0.420722209888956,2.95652173913043,27057.4683774262,2805.347412,8368183.42941147,0.974468085106383,0.489778910848137,0.0128326352187285
"749","CHAK NO. 164","Bahawalnagar","Haroonabad",8.58781890592713,154.463768115942,0.727243452004983,25.2253521126761,19346.6170813127,2011.998807,3890837.95674383,0.818181818181818,0.0313121458028777,0.00695825462286171
"750","CHAK NO. 167","Bahawalnagar","Fortabbas",9.93391610860825,148.602040816327,0.77872903553807,24.6122448979592,42715.0323451484,4442.254362,6083631.46063639,0.817351598173516,0.161179424151129,0.0360177484136601
"751","CHAK NO. 169","Bahawalnagar","Chishtian",7.80577483329367,146.085106382979,0.725218464719488,32.936170212766,24045.0362298642,2583.65977,3391503.4146699,0.95632183908046,0.322023824367556,0.0147078189014028
"752","CHAK NO. 170","Faisalabad","Samundri",17.9063274415873,175.35,0.4883179773887,8,28903.6876485194,2965.355716,7350702.33406164,0.99165673420739,0.280573421768871,0.00236059369276694
"753","CHAK NO. 173","Bahawalnagar","Chishtian",12.8823130618442,148.955223880597,0.802082642245649,18.589552238806,38086.111122502,4092.398184,4225783.42205467,0.897104128157733,0.355781606416625,0.0408073683183904
"754","CHAK NO. 175","Faisalabad","Samundri",16.52528994424,174.78431372549,0.43740615307116,14.5686274509804,26407.6114189016,2705.473395,7388986.68942147,0.940747493163172,0.381448955257607,0.0240253702439384
"755","CHAK NO. 176","Bahawalnagar","Fortabbas",1.51913023533591,143.826347305389,0.861887128410225,62.6287425149701,7298.27150354571,768.434484,629837.043985771,0.735099337748344,0.144449529935463,0.0520538846614281
"756","CHAK NO. 177","Bahawalnagar","Chishtian",4.61736159393045,147.368,0.728017595025801,36.2258064516129,23588.5273737888,2534.613152,2769693.24575056,0.948787061994609,0.277754417649293,0.0149924259526607
"757","CHAK NO. 185","Bahawalnagar","Fortabbas",6.64245560352619,146.603053435115,0.756413892935251,24.3435114503817,35522.9538122922,3694.413628,3996838.1567197,0.984924623115578,0.318318444661173,0.00487222109175264
"758","CHAK NO. 186","Faisalabad","Chak Jumra",78.9957523906932,183.941176470588,0.429655606255812,0.875,23335.7958789219,2396.080467,19811188.7833685,0.916536661466459,0.490384198770733,0.0446562632072072
"759","CHAK NO. 189","Faisalabad","Chak Jumra",48.9763219015939,185.428571428571,0.444557074989591,3.35714285714286,10323.6129739501,1090.690272,10285922.8028174,1,0.390578343766506,0
"760","CHAK NO. 19-","Faisalabad","Chak Jumra",12.9963230556912,188.266666666667,0.431979794634713,13.5555555555556,21648.9221385834,2244.583523,6840684.45005765,0.98443579766537,0.450863151061276,0.00712827116302413
"761","CHAK NO. 193","Faisalabad","Samundri",10.8773730066088,162.388888888889,0.423171335900271,24.1666666666667,29202.1074592623,3002.900852,7770712.41573825,0.794307891332471,0.204468955274052,0.0529488011214564
"762","CHAK NO. 195","Faisalabad","Faisalabad Saddar",188.783594980836,182.818181818182,0.361602308172168,0,290450.932502402,28136.110392,139143457.186263,1,0.261478928590351,0
"763","CHAK NO. 197","Faisalabad","Faisalabad Saddar",226.28980477651,183.625,0.318363979458809,0,348508.627613551,33678.62919,197190821.157683,1,0.386149920967137,0
"764","CHAK NO. 198","Faisalabad","Samundri",13.4050351289602,166.461538461538,0.363442498139846,18,35425.3669280352,3644.06058,13624142.3898597,0.766324626865672,0.450870660333534,0.137483993199696
"765","CHAK NO. 199","Bahawalnagar","Fortabbas",14.9437831426395,154.25,0.69205725971948,26.0954356846473,314404.38953798,30956.970375,18930535.2922074,0.993287204378808,0.310689317575057,0.00209968867148874
"766","CHAK NO. 2/J","Faisalabad","Faisalabad Saddar",34.1580104827881,184.6875,0.532251107506454,3.09375,13453.6445671158,1421.37828,5788173.96652224,0.997593261131167,0.583236715844567,0.00140708495981802
"767","CHAK NO. 20-","Faisalabad","Chak Jumra",16.7816987567478,186.453125,0.395683283451945,3.421875,41532.7328503876,4319.377492,9470767.47144861,0.98868374032162,0.384314638642841,0.00439878200856264
"768","CHAK NO. 200","Faisalabad","Jaranwala",31.2453556206762,185.489795918367,0.41011221644779,3.3125,49036.5020701129,5122.307785,14602835.7190858,0.922532278217409,0.432422277803441,0.03631175786521
"769","CHAK NO. 201","Bahawalnagar","Chishtian",13.7637530956268,152.48031496063,0.60478080312411,25.0952380952381,63958.1231457806,6716.12138,10219216.9085186,0.887434554973822,0.6057067420065,0.0768300587205885
"770","CHAK NO. 202","Faisalabad","Faisalabad Saddar",75.1777772720043,184.714285714286,0.343875245406077,0,195279.493405632,18830.6838,194927819.849126,0.989545454545455,0.115609184622387,0.00122141077001144
"771","CHAK NO. 203","Faisalabad","Samundri",11.991509392148,166.363636363636,0.344349348409609,20.4545454545455,21492.8746100071,2210.882876,7146475.50810515,0.880609652836579,0.470400314412675,0.0637754272424877
"772","CHAK NO. 205","Faisalabad","Samundri",37.850351197379,171.942857142857,0.454498348089884,13.4433962264151,122440.620958314,12728.914495,28310956.1021461,0.918379908900652,0.586067256790069,0.0520861382375088
"773","CHAK NO. 208","Faisalabad","Faisalabad Saddar",76.1977505592199,186.296296296296,0.398332784573237,1.52173913043478,81210.0950108327,8109.017001,40755617.6971402,0.931236897274633,0.273892630848611,0.0202243995763945
"774","CHAK NO. 209","Faisalabad","Faisalabad Saddar",21.1278405586878,184.916666666667,0.440458983182907,3.66666666666667,56067.6750752838,5435.686215,35915455.0622214,0.616187989556136,0.0868335627427309,0.0540870073016163
"775","CHAK NO. 214","Faisalabad","Samundri",14.9611975200593,164.84126984127,0.442180157653869,19.3492063492063,38526.7674435365,3948.162244,8820262.38246218,0.859527921704088,0.378150619891293,0.0618009050592603
"776","CHAK NO. 215","Faisalabad","Faisalabad Saddar",66.5638701698997,184.090909090909,0.413565665483475,0.333333333333333,17434.8251022827,1841.99022,22185566.9433473,1,0.399024919904298,0
"777","CHAK NO. 219","Faisalabad","Faisalabad Saddar",33.1006902058919,179.75,0.5232784897089,6.58333333333333,2251.4262336806,237.863304,2540975.37059873,0.987373737373737,1.64380126494838,0.0210204765338667
"778","CHAK NO. 22/","Faisalabad","Jaranwala",16.5097493397987,183.118644067797,0.596266250489122,11.6949152542373,43046.9573252038,4468.498658,10200178.3358196,0.984901862103674,0.437954702413609,0.00671366431906401
"779","CHAK NO. 220","Faisalabad","Faisalabad Saddar",56.2898212432861,180.088235294118,0.483285342069233,4.44117647058824,18478.1689666712,1952.219556,7568069.40230916,0.906407035175879,0.739158664590285,0.0763233825529817
"780","CHAK NO. 222","Faisalabad","Faisalabad Saddar",22.2234564281645,178.380952380952,0.555514738673256,16.952380952381,8813.51001233502,928.24704,6459374.82982995,1,0.163749512198822,0
"781","CHAK NO. 225","Faisalabad","Samundri",13.3586304982503,167.736842105263,0.449455483963615,15.6052631578947,28385.2739480704,2908.08594,10316939.6228089,1,0.302260668403768,0
"782","CHAK NO. 226","Bahawalnagar","Fortabbas",11.3111974707698,150.44,0.710529815267633,20.6543209876543,139075.408283353,14726.798417,7930011.16650469,0.981457962915926,0.787136461827214,0.0148708493047067
"783","CHAK NO. 228","Faisalabad","Samundri",18.0112900733948,169.038461538462,0.426192716910289,21.9230769230769,20963.2228091897,2147.692977,10925190.1993361,1,0.446525648810184,0
"784","CHAK NO. 229","Faisalabad","Jaranwala",19.2485527992249,182.265625,0.498031030709927,2.96923076923077,46298.987355698,4839.355146,10634871.8874857,0.955743879472693,0.209738688188437,0.00971203777818376
"785","CHAK NO. 23","Kasur","Pattoki",13.7206850278945,189.604651162791,0.570266212141791,27.1395348837209,40094.572907691,4670.372415,14083511.985772,0.863874345549738,0.282632707353381,0.0445360629768965
"786","CHAK NO. 23/","Bahawalnagar","Haroonabad",10.805010308822,154.901408450704,0.539978704821896,6.08450704225352,38828.539578405,4117.710483,7747098.04809071,0.945334590009425,0.243581962389268,0.0140854973265977
"787","CHAK NO. 231","Faisalabad","Faisalabad Saddar",51.1224164229173,178.961538461538,0.463796771489657,5.84615384615385,31794.5314463675,3359.093976,17706747.6202886,0.987087517934003,0.614451401106022,0.00803788170051483
"788","CHAK NO. 235","Faisalabad","Jaranwala",12.4983559697866,192.71875,0.517298435792327,7.65625,12065.9082650855,1252.504201,5289496.06342623,0.832369942196532,0.344909022784188,0.0694608448662601
"789","CHAK NO. 239","Faisalabad","Jaranwala",18.8002501628438,186.383333333333,0.507893661657969,9.53333333333333,38638.1261016142,4045.839988,15619438.5461146,0.95873573309921,0.80972060430384,0.0348506120900004
"790","CHAK NO. 240","Faisalabad","Jaranwala",15.402322991689,190.290322580645,0.479755633076032,6.93333333333333,21485.9486213419,2230.353515,9988729.93984295,0.981577008106116,0.597214742435125,0.0112089854060647
"791","CHAK NO. 241","Chiniot","Bhawana",8.50081031364307,171.337719298246,0.595666059500265,16.6986899563319,132773.974280285,13255.096017,8304766.85698983,0.92533692722372,0.258994728940257,0.0208976230458641
"792","CHAK NO. 245","Faisalabad","Faisalabad Saddar",36.2315333331073,178.035714285714,0.447489124323641,8.53571428571429,29295.9974553317,3095.123724,14480283.8073328,0.916905444126075,0.310165306981441,0.0281087309451931
"793","CHAK NO. 247","Faisalabad","Faisalabad Saddar",27.1586279187884,177.826086956522,0.49824014565219,16.6086956521739,20619.7695304162,2178.479772,14222018.5278759,0.998188405797101,0.252928673968885,0.000459035705932641
"794","CHAK NO. 248","Faisalabad","Faisalabad Saddar",33.7188266372681,180.36,0.458438806533813,10.08,19060.8470043998,2010.033552,11604202.567604,0.911357340720222,0.327357719648652,0.0318402645250968
"795","CHAK NO. 249","Faisalabad","Faisalabad Saddar",33.8913887464083,178.352941176471,0.482273354249842,20.078431372549,51961.1542344171,5485.925359,13913663.3803553,0.985760517799353,0.277619526394289,0.00401026236419853
"796","CHAK NO. 253","Faisalabad","Faisalabad Saddar",33.3073384684901,177.9,0.505814632773399,12.0333333333333,22981.0214340324,2427.946164,10674724.5711375,1,0.296958808514998,0
"797","CHAK NO. 256","Faisalabad","Faisalabad Saddar",30.2588565224095,177.285714285714,0.513174678598131,13.952380952381,7056.2992933648,745.498404,5066927.19966983,0.712468193384224,0.375587658535081,0.151576447908801
"798","CHAK NO. 257","Faisalabad","Faisalabad Saddar",27.0605939229329,176.966666666667,0.451379968722661,12.2666666666667,18917.4716464138,1998.631908,9377354.72275143,0.873716632443532,0.425791260808791,0.0615420976257125
"799","CHAK NO. 258","Faisalabad","Faisalabad Saddar",26.5059803171856,176.775,0.494693884762322,23.3170731707317,29073.8410470816,3040.387056,10227290.984547,0.995884773662551,0.159190258044567,0.000657810983655234
"800","CHAK NO. 260","Faisalabad","Faisalabad Saddar",14.5481299587658,174.7,0.410358356722331,8.08474576271187,36064.2391807158,3697.259625,8589112.34013745,0.798105387803434,0.36459435817954,0.0922304719133702
"801","CHAK NO. 264","Bahawalnagar","Fortabbas",8.89576978454423,144.934497816594,0.780042109270804,23.8733624454148,143083.277756177,15470.296075,8945365.39570424,0.991521197007481,0.128504327930259,0.00109888006781409
"802","CHAK NO. 268","Faisalabad","Faisalabad Saddar",16.6076870229509,175.055555555556,0.484937317468025,13.8918918918919,24808.2767560419,2542.23567,10075805.8658377,1,0.16442220716697,0
"803","CHAK NO. 270","Faisalabad","Faisalabad Saddar",22.6911989660824,174.647058823529,0.505498432061251,18.3235294117647,23612.5190361624,2494.66392,9616538.85264217,1,0.253741594178345,0
"804","CHAK NO. 273","Faisalabad","Jaranwala",10.4763446356121,181.789473684211,0.693116909579227,11.6052631578947,29160.842059009,3027.047478,11112888.4948683,1,0.308881841727096,0
"805","CHAK NO. 275","Faisalabad","Faisalabad Saddar",19.369520932436,174.40625,0.499804207037405,12.7938144329897,63970.923413665,6752.635806,13969184.2142716,0.880610149603989,0.444567141816326,0.0602727603994818
"806","CHAK NO. 28/","Bahawalnagar","Chishtian",4.80837738243016,154.409090909091,0.612200957995195,18.7692307692308,16746.3630569791,1799.416736,3632427.86880857,1,0.311767690483457,0
"807","CHAK NO. 281","Bahawalnagar","Fortabbas",3.24616934680471,139.5,0.805460115659584,36.4563106796116,15384.0143246076,1663.784272,2126382.79537489,1,0.119005813032472,0
"808","CHAK NO. 282","Faisalabad","Jaranwala",12.967579515013,187.805555555556,0.605831821895625,10.6575342465753,36291.5498984063,3767.252138,7035398.68431973,0.883539660706098,0.511513413334481,0.0674231484104609
"809","CHAK NO. 283","Faisalabad","Jaranwala",11.1521994285285,181.362204724409,0.620621680744051,25.3464566929134,74857.7329934241,7761.252357,8388588.17717306,0.889735772357724,0.225607919889468,0.0279594052632864
"810","CHAK NO. 29/","Faisalabad","Faisalabad Saddar",23.3480284864252,181.173913043478,0.624997735023499,8.04347826086956,9005.70493472239,951.453216,5822583.2255905,0.997722095671982,0.920696872183361,0.00210204765338667
"811","CHAK NO. 30/","Bahawalnagar","Haroonabad",11.8688342482955,156.272727272727,0.686827795975136,19.6818181818182,44724.1210507338,4793.643236,5712386.62621801,0.98221121369061,0.909955077015665,0.0164801584328834
"812","CHAK NO. 32/","Faisalabad","Jaranwala",19.7806358660682,179.235294117647,0.429042458534241,14.1512605042017,68961.3801001599,7137.37793,8451975.88107198,0.872870662460568,0.387677383366471,0.0564633124310401
"813","CHAK NO. 327","Bahawalnagar","Fortabbas",2.37805375446639,145.109965635739,0.852958214364361,73.6435643564356,5741.51003383705,620.777365,274593.326403343,1,0.0144979512904759,0
"814","CHAK NO. 34/","Faisalabad","Faisalabad Saddar",17.8302148672251,179.428571428571,0.644600455250059,12.2142857142857,4863.60331675873,513.335123,5296343.3859454,0.921985815602837,1.01298348135824,0.0857139868841587
"815","CHAK NO. 35","Kasur","Pattoki",11.4909606933594,195.266666666667,0.50158033768336,18.5,14624.4317709705,1703.602593,4990396.37954269,1,0.189598208717918,0
"816","CHAK NO. 35/","Bahawalnagar","Chishtian",6.26176966791568,152.955882352941,0.658158836969689,20.7462686567164,22563.4247904224,2443.898304,4735193.29064425,0.9254327563249,0.284381718692007,0.0229142104269818
"817","CHAK NO. 353","Faisalabad","Jaranwala",11.13989173449,186.230769230769,0.556802011453188,25.7692307692308,12947.8642346951,1344.05583,7138395.7047212,1,0.300582751834051,0
"818","CHAK NO. 363","Faisalabad","Jaranwala",10.3975358742934,182.357142857143,0.663003366727095,23.3846153846154,10707.9077475089,1121.016933,12240641.8979015,1,0.259585730985564,0
"819","CHAK NO. 364","Faisalabad","Jaranwala",16.1089748969445,179.604651162791,0.52917603790298,13.953488372093,61033.3988464612,6287.894673,6806954.27439393,0.899313501144165,0.562509422301196,0.0629781541507701
"820","CHAK NO. 37/","Faisalabad","Jaranwala",17.0564160165907,180.012658227848,0.480739233237279,20.6075949367089,34943.9370742607,3598.462616,6270675.04353091,0.931293881644935,0.516053714645566,0.0380718141660972
"821","CHAK NO. 378","Faisalabad","Jaranwala",12.2157590700232,185.875,0.633589322368304,23.25,15793.2079899459,1647.260737,8801846.86491534,1,0.244648579880527,0
"822","CHAK NO. 38/","Faisalabad","Faisalabad Saddar",34.8164555476262,176.923076923077,0.499893337488174,0.615384615384615,6919.01720594525,730.994544,8464337.52694354,0.611780455153949,0.62517566478581,0.396719787282024
"823","CHAK NO. 383","Faisalabad","Jaranwala",11.3339828536624,184.170731707317,0.687533733321399,22.8536585365854,22508.6727681131,2338.972936,8027359.13730419,0.929530201342282,0.236856096739377,0.0179565993917939
"824","CHAK NO. 388","Faisalabad","Samundri",17.8668468353596,171.372340425532,0.42932591793385,12.468085106383,34046.2090514288,3541.375323,5250462.05929777,0.912883998165979,0.562210954334365,0.0536514722870564
"825","CHAK NO. 39","Kasur","Pattoki",15.8580109491581,192.20987654321,0.482919527424706,28.320987654321,60683.3955016578,7069.019265,10971450.4721332,0.931139549055454,0.216154454064853,0.0159852443123877
"826","CHAK NO. 39/","Faisalabad","Jaranwala",18.2510620197618,176.439024390244,0.519438053722735,14.3950617283951,62344.854444285,6390.408738,10572633.034225,0.898564593301435,0.146938957819133,0.0165873583906582
"827","CHAK NO. 4","Sheikhupura","Nankana Sahib",9.46328818123296,192.642857142857,0.50453615816016,4.29824561403509,28531.5776844226,3079.348253,7827865.25602005,0.979935794542536,0.396512475914493,0.00811860106295032
"828","CHAK NO. 40","Mandi Bahauddin","Mandi Bahauddin",13.8580337871205,214.603773584906,0.379777446389198,10.9814814814815,38077.6830178668,3847.102224,10151462.6268083,1,0.182994877445191,0
"829","CHAK NO. 400","Faisalabad","Tandlianwala",14.4199777557736,170.52380952381,0.413675487041473,20.3095238095238,27948.0061179666,2868.044061,10151567.1058691,1,0.51324176640674,0
"830","CHAK NO. 405","Faisalabad","Tandlianwala",13.1343323689587,170.019230769231,0.408024642903071,21.5576923076923,21732.5775337263,2234.428819,6108313.32117342,0.958172458172458,0.666389543197169,0.0290902084001451
"831","CHAK NO. 41/","Faisalabad","Faisalabad Saddar",18.2759218831216,177.833333333333,0.677823994557063,6.6,14929.7676888385,1575.599916,6981057.53547293,0.911691542288557,0.46521962368523,0.0450622009299472
"832","CHAK NO. 411","Faisalabad","Tandlianwala",10.4566672325134,170.575,0.425432985875665,23.5121951219512,22190.9845662409,2282.694552,7675062.90203746,1,0.486267424184048,0
"833","CHAK NO. 416","Faisalabad","Tandlianwala",15.8388820255504,170.794117647059,0.385897829252131,16.7352941176471,20111.0624347549,2067.581968,7798837.23309125,0.985047846889952,0.796582687163385,0.0120914190522675
"834","CHAK NO. 42/","Bahawalnagar","Haroonabad",11.7938225579588,150.780821917808,0.550371180383527,8.6530612244898,72743.1393217666,7791.914844,13122079.2550016,0.968833481745325,0.558527664525385,0.0179673421492541
"835","CHAK NO. 420","Faisalabad","Tandlianwala",10.5932043234507,172.683333333333,0.40989749977986,11.9166666666667,23820.1689361903,2449.673191,5705349.93225766,0.993918331885317,0.467001069450002,0.00285752402635491
"836","CHAK NO. 422","Faisalabad","Tandlianwala",11.5713825691037,172.243902439024,0.506196939363712,28.390243902439,22889.0945224748,2354.506228,8048834.72298962,0.977175463623395,0.290931487822762,0.00679548000753897
"837","CHAK NO. 429","Faisalabad","Tandlianwala",17.632296853907,175.325301204819,0.394535936864026,4.07228915662651,72938.9647867376,7496.077393,12815751.2040668,0.843544202753941,0.563894925090723,0.10458803436743
"838","CHAK NO. 432","Bahawalnagar","Haroonabad",9.76993517080943,149.457142857143,0.823710141838461,20.6666666666667,45327.5168931062,4863.779716,9342869.84999617,0.723631508678238,0.334307903511969,0.127678479754571
"839","CHAK NO. 434","Faisalabad","Jaranwala",13.0584271975926,182.141025641026,0.6149708093741,18.9871794871795,38028.910813571,3944.551536,7235424.20829966,1,0.313597119649852,0
"840","CHAK NO. 437","Faisalabad","Samundri",19.603761631867,174.245614035088,0.381345706027851,2.54385964912281,35388.5259631272,3625.572717,9036055.72599512,0.868394308943089,0.471373803092307,0.0714369894680559
"841","CHAK NO. 44-","Faisalabad","Chak Jumra",10.8503041398035,190.41095890411,0.501804027655353,10.8082191780822,33185.6829135804,3440.963456,6956108.49047784,0.923976608187134,0.367338978214362,0.0302240931442197
"842","CHAK NO. 44/","Faisalabad","Faisalabad Saddar",24.0658383576766,181.95652173913,0.631269740021747,12.6521739130435,8346.75091510855,881.834688,5049582.35659686,1,1.11131940411943,0
"843","CHAK NO. 441","Faisalabad","Samundri",13.8593168258667,171.871794871795,0.402220791731125,14.1794871794872,21209.2904770418,2172.995274,7442159.51666703,0.733404710920771,0.315233083199057,0.114588376228562
"844","CHAK NO. 448","Faisalabad","Samundri",16.5439315438271,169.5625,0.401242977008224,24.0625,8213.11615054825,841.437981,7244592.85677943,1,0.379112908144326,0
"845","CHAK NO. 452","Faisalabad","Tandlianwala",13.8082345856561,169.470588235294,0.430278630817638,31,6208.72258948374,638.665544,5169946.85449045,0.961538461538462,0.430585308043485,0.0172234123217394
"846","CHAK NO. 454","Faisalabad","Tandlianwala",12.0051804383596,168.666666666667,0.418785013258457,38.7083333333333,12120.377112485,1246.772928,6815927.608919,1,0.413066396000539,0
"847","CHAK NO. 455","Faisalabad","Tandlianwala",10.0655313574749,166.521739130435,0.418258393588273,41.4782608695652,12046.1100958644,1239.133388,7493535.68070742,0.661147902869757,0.483402356679941,0.247753795493726
"848","CHAK NO. 463","Faisalabad","Samundri",20.871329683246,172.939393939394,0.347376960696596,3.12121212121212,22173.0869446813,2271.644181,9443182.0612859,0.97588424437299,0.534414680852696,0.0132062935960304
"849","CHAK NO. 467","Faisalabad","Samundri",98.4197034041087,172.791666666667,0.286340091998378,1.41666666666667,67310.3258457113,6895.977561,41805561.0166718,0.973301791145657,0.835269539242052,0.0229119075000424
"850","CHAK NO. 468","Faisalabad","Samundri",15.0492240190506,170.4,0.371025305986404,15.72,15016.9451502605,1538.691181,9380582.6897023,0.868146214099217,0.432185488687739,0.0656402020412958
"851","CHAK NO. 47/","Faisalabad","Samundri",13.8518946511405,169.459183673469,0.340979371447952,11.4489795918367,44414.9481937187,4549.901958,6623986.463317,0.875176636834668,0.408360447576923,0.0582430132442867
"852","CHAK NO. 475","Faisalabad","Samundri",13.3765299970453,168.136363636364,0.367958790876649,23.7727272727273,14707.2914835204,1510.162637,9345897.07887854,0.844324324324324,0.517162841183443,0.0953539681567423
"853","CHAK NO. 479","Faisalabad","Samundri",16.4739932027356,169.103448275862,0.379007578923784,16.3103448275862,15870.960133134,1626.395208,7900044.80943105,0.834519572953737,0.288367795043331,0.0571816736439868
"854","CHAK NO. 48/","Bahawalnagar","Chishtian",11.4822591196133,147.846153846154,0.589896310216341,8.42307692307692,38382.7319256367,4124.270444,7219752.15439502,0.947737909516381,0.294597557676555,0.016245297419201
"855","CHAK NO. 484","Faisalabad","Samundri",17.6490599314372,167.25,0.367237398400903,13.03125,21469.1263539062,2205.908154,9473224.81843465,0.893818181818182,0.557140150088044,0.0661858925246985
"856","CHAK NO. 490","Faisalabad","Tandlianwala",13.0293295648363,167.257142857143,0.420870023965836,38.5428571428571,23304.9898155502,2397.287652,9279895.96754442,1,0.411715297985442,0
"857","CHAK NO. 498","Faisalabad","Tandlianwala",11.337505531311,166.25,0.48680144995451,51.65,11838.1624493267,1217.742676,8293104.95405248,1,0.236503167439292,0
