,PROVINCE,DISTRICT,TEHSIL,UC,UC_C,Flood,Area,TOWN,U_R,PROVINCE_C,DISTRICT_C,TEHSIL_C,UC_NAME,Data_Sourc,Level,School,New_Name,Shape_Leng,Shape_Area,id,penta3_in_clinic,penta3_out_clinic
598,Punjab,Okara,Depalpur,HAVELI LAKHA,0,NA,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.185258206,0.001533352,598,51,1371
599,Punjab,Okara,Depalpur,DEPALPUR-3,0,NA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.193530991,0.001767377,599,0,134
600,Punjab,Okara,Depalpur,DEPALPUR-2,0,NA,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.171279243,0.00157382,600,147,144
601,Punjab,Okara,Depalpur,BHUTA MOHABB,0,NA,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.198247441,0.002325958,601,0,137
602,Punjab,Okara,Depalpur,BASIRPUR-2,0,NA,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.256523151,0.002785256,602,0,135
603,Punjab,Kasur,Pattoki,PHOOL NAGAR,0,PHOOL NAGAR,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.167430419,0.001233427,603,0,1224
604,Punjab,Kasur,Pattoki,PHOOL NAGAR,0,PHOOL NAGAR,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.110651033,0.000550454,604,0,1224
605,Punjab,Kasur,Pattoki,PATTOKI NO 3,0,PATTOKI NO 3,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.203410015,0.001073395,605,310,77
606,Punjab,Kasur,Pattoki,PATTOKI NO 2,0,PATTOKI NO 2,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.115796612,0.000703867,606,0,5
607,Punjab,Kasur,Pattoki,PATTOKI NO 1,0,PATTOKI NO 1,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.143161679,0.000996964,607,0,111
608,Punjab,Kasur,Kasur,RAJA JANG,0,RAJA JANG,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.165646976,0.001847791,608,59,139
609,Punjab,Kasur,Kasur,ORARA,0,ORARA,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.241136789,0.003009268,609,78,439
610,Punjab,Kasur,Kasur,MUSTAFABAD N,0,MUSTAFABAD N,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.141052784,0.001217864,610,0,1810
611,Punjab,Kasur,Kasur,KOT RADHA KI,0,KOT RADHA KI,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.21433371,0.003002696,611,136,662
612,Punjab,Kasur,Kasur,KASUR-11,0,KASUR-11,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.094760075,0.00055019,612,0,52
613,Punjab,Kasur,Kasur,KASUR-10,0,NA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.084454279,0.000384884,613,0,55
614,Punjab,Kasur,Kasur,KASUR-9,0,KASUR-9,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.103109723,0.000600002,614,0,71
615,Punjab,Kasur,Kasur,KASUR-8,0,KASUR-8,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.107088421,0.0007077,615,0,63
616,Punjab,Kasur,Kasur,KASUR-7,0,KASUR-7,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.112056412,0.000689208,616,0,59
617,Punjab,Kasur,Kasur,KASUR-6,0,KASUR-6,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.093418817,0.000498114,617,0,1
618,Punjab,Kasur,Kasur,KASUR-5,0,KASUR-5,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.108806104,0.000526246,618,0,95
619,Punjab,Kasur,Kasur,KASUR-4,0,KASUR-4,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.098194319,0.000446362,619,31,81
620,Punjab,Kasur,Kasur,KASUR-3,0,KASUR-3,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.105071601,0.000647896,620,0,49
621,Punjab,Kasur,Kasur,KASUR-2,0,KASUR-2,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.145060556,0.001003085,621,0,355
622,Punjab,Kasur,Kasur,BHEDIAN KALA,0,BHEDIAN KALA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.236367892,0.003076016,622,666,2652
623,Punjab,Kasur,Kasur,BAZIDPUR,0,BAZIDPUR,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.231402325,0.002849297,623,154,661
624,Punjab,Kasur,Chunian,TALWANDI,0,TALWANDI,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.198721037,0.002082981,624,81,59
625,Punjab,Kasur,Chunian,CHUNIAN NO 2,0,CHUNIAN NO 2,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.185214207,0.001471145,625,0,307
