"","TEHSIL","X","fertility","elevation","poverty","night_lights","distance_to_lakes_rivers","distance_to_cities","Population","child_population","population_density","radio","electricity","television","mobile_phone","card","antenatal_care","age","mothers_age","school_level","urban_to_rural","penta3_in_clinic","penta3_out_clinic","fac_number","OutreachProportion","TotalOutreachCoverage","TotalClinicsCoverage","teh_obs","edu_mode"
"66","KHANEWAL",66,14.8592504015005,135.978829389788,0.593448267685966,0.476731508970261,0,25.406600249066,956998.913279235,103613.42663,8569225.17552452,0.114001530221882,0.967275494672755,0.641768292682927,0.862490450725745,0.52972972972973,0.823353293413174,2.04927211646137,28.1115342763874,3.4475138121547,0.435373614914077,3528,51865,24,0.936309642012529,0.500562539884026,0.0340496411975483,1086,2
"67","KHARIAN",67,17.3720437004063,266.914857142857,0.272027804527438,0.602850675582886,0,13.2612921669525,1228494.92753749,118834.551693,10118294.4621887,0.0976645435244161,0.996815286624204,0.835456475583864,0.916135881104034,0.776119402985075,0.952941176470588,1.9304897314376,28.6367491166078,3.58269065981148,0.381697304034743,8331,44678,44,0.842838008640042,0.375968094830047,0.0701058730925539,1167,4
"68","KHUSHAB",68,4.96747810285667,400.187176325524,0.470376669537418,0.709342610836029,19,36.8244143033292,786420.290120764,80840.7529339999,2787531.98572335,0.0961538461538462,0.975274725274725,0.65474552957359,0.853021978021978,0.62962962962963,0.883977900552486,2.01702127659574,28.2890909090909,3.36220472440945,0.434166602008403,3883,39237,28,0.909948979591837,0.485361634768963,0.0480327045341867,635,2
"69","KOT ADDU",69,7.29655732215237,131.280578898226,0.775734707288771,0.609080334504445,11,37.4456115779645,1270011.27799058,164612.786578,4272402.79773345,0.0554298642533937,0.857466063348416,0.398190045248869,0.820135746606335,0.573099415204678,0.633440514469453,2.0313630880579,28.1452991452991,3.21960072595281,0.347509683674855,6733,18594,23,0.734157223516405,0.112955988331984,0.0409020474044988,551,2
"70","KOT MOMIN",70,9.37865083200889,193.041530944625,0.503157567360467,0.529287993907928,9,16.094616639478,405362.808647545,41158.438303,4760993.93930627,0.0552147239263804,0.985685071574642,0.515337423312883,0.830265848670757,0.575757575757576,0.72463768115942,2,28.490780141844,3.15322580645161,0.37428518097654,2680,10998,15,0.804064921772189,0.267211304739868,0.0651142295601788,372,2
"71","KOT RADHA KISHAN",71,18.2325032775643,201.678694158076,0.590644170482134,0.436650007963181,0,12.3831615120275,585009.117032675,67443.800969,14454885.1386636,0.0296442687747036,0.988165680473373,0.594861660079051,0.846153846153846,0.55,0.704347826086957,2.10769230769231,27.246879334258,3.56775700934579,0.366247071071665,2693,17500,17,0.866636953399693,0.259475292741044,0.0399295407629504,428,5
"72","KOTLI SATTIAN",72,6.6045068423418,1115.33137254902,0.572570921331936,NA,4,33.6125244618395,133213.733446096,13296.256663,3723779.04186329,0.103950103950104,0.881742738589212,0.441908713692946,0.9149377593361,0.760416666666667,0.875,2.092,28.1338461538462,3.49333333333333,0,756,3901,8,0.837663732016319,0.293390846677581,0.0568581082000132,525,4
"73","LAHORE CANTT",73,97.1444365739651,213.373295046662,0.435267549215683,0.433680504560471,2,4.52401129943503,5747961.1854847,533926.409881999,58710098.2335436,0.0374940673943996,0.996680891417734,0.806451612903226,0.871028923660503,0.554179566563467,0.838926174496644,2.01602564102564,27.5269102990033,3.67457305502846,0.561082857286837,6288,95225,28,0.938057194645021,0.178348548109926,0.0117769038646912,2108,5
"74","LAHORE CITY",74,100.92968567646,204.881489841986,0.421466556828146,0.496796011924744,20,2.59864712514092,4046471.16510858,382745.87535,65338495.7578342,0.0382432028682402,0.99791169451074,0.857356013130409,0.922755741127349,0.650224215246637,0.9102416570771,1.95070743952533,28.3021105527638,3.85087055261166,0.695545320064698,11822,87376,16,0.880824210165527,0.228287241293193,0.0308873348123985,3963,5
"75","LALIAN",75,9.70272905014743,176.175204157387,0.377463358335573,NA,26,30.3538575667656,418270.501122832,41742.738349,4480263.25812499,0.0408921933085502,0.907063197026022,0.574349442379182,0.808550185873606,0.492537313432836,0.760869565217391,2.01092896174863,27.8281690140845,3.3049853372434,0.394988039830385,1989,18895,13,0.90475962459299,0.452653581133655,0.0476490062384144,341,2
"76","LAYYAH",76,8.22968743467725,143.918122270742,0.803858380351103,0.538433492183685,12,30.9628685839097,926461.639293318,111275.224685,4857436.24194927,0.106821106821107,0.849420849420849,0.510939510939511,0.885456885456886,0.598540145985402,0.682352941176471,1.99846153846154,27.7993049522155,3.37849779086892,0.352086498022198,15417,41181,22,0.727605215732005,0.370082380121684,0.138548360999879,679,2
"77","LIAQAT PUR",77,3.6612256606489,103.690920903037,0.785420007935891,-0.169385999441147,27,130.592009095339,1074599.23528889,135377.486603,2511727.38659631,0.0578602620087336,0.910577971646674,0.435114503816794,0.8113413304253,0.396396396396396,0.662207357859532,2.04326328800989,27.4519650655022,3.23560209424084,0.235766867401802,5235,25113,33,0.827500988533017,0.18550351783118,0.0386696498166778,573,2
"78","LODHRAN",78,12.0645061721256,113.374269005848,0.719163956271897,0.579686999320984,1,15.2287199480182,738958.875980634,93686.087937,6948158.8870533,0.0430622009569378,0.938193343898574,0.540412044374009,0.827258320126783,0.510309278350515,0.770491803278688,2.0328227571116,27.3530655391121,3.34375,0.44631221588814,4602,35427,26,0.885033350820655,0.378145792829168,0.0491214875264581,416,2
"79","MAILSI",79,12.6990715729791,128.910399257196,0.582089919621123,0.642292002836863,18,19.127669452182,1094751.01735209,123843.386551,7333915.16927529,0.0567375886524823,0.949232585596222,0.501770956316411,0.814639905548996,0.532407407407407,0.840579710144927,2.02425373134328,28.4982517482517,3.380859375,0.377494899915994,6641,39373,32,0.855674359977398,0.317925737469928,0.0536241795783351,512,2
"80","MALAKWAL",80,10.97057636229,207.50486381323,0.492311482386598,0.54091902077198,0,22.5359922178988,459967.630712298,45939.431718,6423956.96559903,0.0411522633744856,0.991769547325103,0.668724279835391,0.905349794238683,0.677966101694915,0.871794871794872,2.0794701986755,28.3015873015873,3.46288209606987,0.305783685010433,3830,20763,17,0.84426462814622,0.451964667901293,0.0833706438405795,458,2
"81","MANDI BAHAUDDIN",81,15.2606184642256,215.44921552436,0.368566097022579,0.594610512256622,0,10.037985136251,733320.960326056,74073.443478,8723743.49842791,0.0676567656765677,0.99341021416804,0.754530477759473,0.909390444810544,0.622641509433962,0.811188811188811,2.0570652173913,27.8656884875846,3.44395924308588,0.406153284625933,7894,34573,26,0.814114488897261,0.466739473375074,0.106569907234629,687,2
"82","MANKERA",82,1.39704105544855,165.380275890467,0.789757089519206,0.855600506067276,0,60.8174897119342,266035.780844551,28544.857904,788067.143402327,0.0851528384279476,0.845315904139434,0.406113537117904,0.827886710239651,0.54014598540146,0.685314685314685,2.00819672131148,27.7451790633609,3.10483870967742,0.156172485076102,1131,6724,8,0.856015276893698,0.235559063653905,0.039621847262428,248,2
"83","MIAN CHANNU",83,15.472146377677,144.895608351332,0.531397115248755,0.484041005373001,2,18.9784017278618,853017.947031451,91008.31317,8872885.13173773,0.039119804400978,0.981729598051157,0.586080586080586,0.918392204628502,0.534351145038168,0.796116504854369,2.24104234527687,28.1357318070319,3.40479360852197,0.369659312624628,5987,49992,22,0.893049179156469,0.549312455738158,0.0657851990819401,751,2
"84","MIANWALI",84,4.99457535516311,293.39842983317,0.513974833114839,0.710257162650426,11,52.7284102060844,831826.860475466,88559.4433070001,2933170.9536506,0.0967741935483871,0.980286738351254,0.711469534050179,0.906810035842294,0.474358974358974,0.864,2.02395209580838,28.9831528279182,3.6109785202864,0.377781411872321,3732,26986,27,0.878507715346051,0.304721879364692,0.0421411863110143,419,5
"85","MINCHINABAD",85,7.47025761546936,167.1008492569,0.729385124024334,0.705475986003876,0,37.9068911099421,533592.600014619,61534.775079,4036575.81874459,0.016,0.922,0.422845691382766,0.748,0.33,0.689189189189189,2.01020408163265,28.1949025487256,3.11397058823529,0.392191154242981,1324,22113,19,0.943508128173401,0.359357777315522,0.0215162889325623,272,2
"86","MULTAN CITY",86,138.193267127084,121.638961038961,0.543523379192724,0.488445997238159,0,0,2333742.16012892,226931.399102,87236819.1327804,0.0925925925925926,0.984363894811656,0.741109530583215,0.869843527738265,0.624338624338624,0.917737789203085,1.95114345114345,27.6214526214526,3.38852578068264,0.578613446158188,3599,65276,14,0.947745916515427,0.287646400005933,0.0158594183715509,1377,2
"87","MULTAN SADDAR",87,14.6018256193734,122.296229802513,0.665801326839564,0.536593973636627,9,11.6202872531418,1329632.23632578,152807.733376,8599538.71408653,0.0832072617246596,0.974358974358974,0.731523378582202,0.858220211161388,0.617886178861789,0.872093023255814,2.02422907488987,27.8986556359876,3.49099836333879,0.559850198677178,8170,38569,42,0.825199512184685,0.252402147115793,0.053465880420442,611,2
"88","MURIDKE",88,20.0032375203862,214.1734375,0.466068366913818,0.542065024375916,10,10.8889745566692,719425.141868482,83865.316497,7995723.96378619,0.0538116591928251,0.992559523809524,0.808955223880597,0.907600596125186,0.46875,0.918781725888325,2.06741573033708,27.5409674234946,3.40229885057471,0.298187347373571,3249,29828,23,0.901774647035705,0.355665503284269,0.0387406872794217,696,2
"89","MURREE",89,12.4441752784392,1273.18784530387,0.414958182694938,0.749710977077484,1,11.6691176470588,271926.897200094,23672.531214,7273999.94244683,0.153246753246753,1,0.685714285714286,0.922279792746114,0.727272727272727,0.919540229885057,1.96860986547085,28.3419117647059,3.63265306122449,0.407515599453867,1164,6529,12,0.848693617574418,0.275804895597254,0.0491709141484459,441,5
"90","MUZAFFARGARH",90,12.6335808404535,118.248583805398,0.723043560157494,0.6762855052948,39,23.9763412195935,1531316.64854698,194005.513486,7333211.97746505,0.0591233435270133,0.885830784913354,0.484199796126402,0.771661569826707,0.430851063829787,0.781818181818182,2.07984293193717,28.2315160567588,3.42715231788079,0.411753981740055,9509,31311,32,0.767050465458109,0.161392320441756,0.0490140709361139,604,2
"91","NANKANA SAHAB",91,8.11338961596814,191.641958670261,0.510087573734377,0.438214987516403,42,13.6407723394701,1060537.29411764,114542.084982,6877273.45426528,0.0210772833723653,0.982497082847141,0.64018691588785,0.82730455075846,0.525423728813559,0.90625,1.99611650485437,28.5072463768116,3.37104825291181,0.360237722439325,2989,53978,33,0.947531026734776,0.471250370625631,0.0260952120827006,601,2
"92","NAROWAL",92,16.6730165625105,232.312815338042,0.541772496477747,0.533061981201172,7,9.32532532532533,652602.426189956,75142.007211,9382807.01074304,0.0196592398427261,0.998692810457516,0.750326797385621,0.855643044619423,0.735537190082645,0.959090909090909,2.03418803418803,27.8379096545616,3.50501253132832,0.376212502074594,2770,25864,20,0.90326185653419,0.344201611854385,0.0368635348297497,798,4
"93","NOORPUR",93,2.0477020332764,181.438335358445,0.617601187471085,0.869613751769066,15,68.8284760170006,277705.704104405,28201.003866,1214608.47947645,0.0814814814814815,0.888888888888889,0.525925925925926,0.851851851851852,0.708333333333333,0.89247311827957,2.13805970149254,28.5923344947735,3.13618677042802,0.262953687201343,518,13214,13,0.962277891057384,0.468564880271202,0.018368140455614,257,2
"94","NOWSHERA VIRKHAN",94,14.0443908633584,212.703734439834,0.478493864753929,0.487383991479874,0,9.04647302904564,670091.656314388,76280.161504,7999233.95492,0.0333333333333333,0.998336106489185,0.720465890183028,0.903494176372712,0.845070422535211,0.898089171974522,2.17873303167421,27.5881147540984,3.44222539229672,0.373101996412233,3119,24937,25,0.888829483889364,0.326913308890836,0.0408887440522323,701,2
"95","OKARA",95,19.566849591749,175.059587020649,0.568265329892113,0.509195029735565,0,15.4284023668639,1343316.02758321,138250.54587,11453118.6897138,0.014207650273224,0.949726775956284,0.590163934426229,0.809419496166484,0.541062801932367,0.775862068965517,1.9375,28.021207177814,3.44279346210996,0.436289874559238,2845,49654,39,0.945808491590316,0.359159522210428,0.0205785805914663,673,2
"96","PAK PATTAN",96,12.8062458577214,162.609073359073,0.707766073059898,0.531318664550781,28,19.980231436837,1073376.89490245,119973.702107,7473073.94211741,0.040133779264214,0.913140311804009,0.551224944320713,0.741648106904232,0.684931506849315,0.811158798283262,2.05379746835443,27.8259693417493,3.16822429906542,0.397287657767159,3887,46451,24,0.922781993722436,0.387176516054928,0.032398766827528,535,2
"97","PASRUR",97,17.4602820354137,246.028017241379,0.456745644724686,0.497630993525187,0,9.37741243745532,963302.031424504,110808.640261,9904326.43163889,0.0381679389312977,0.997823721436344,0.764705882352941,0.882480957562568,0.879432624113475,0.822393822393822,2.05124450951684,27.4907088781831,3.4697247706422,0.326480484038496,5958,30934,33,0.838501572156565,0.279165956076509,0.0537683702820146,1090,4
"98","PATTOKI",98,21.0667206088459,194.680906713165,0.488378332325346,0.513740003108978,0,11.8491717523976,980345.746145994,114164.341415,12328728.512018,0.0157894736842105,0.982894736842105,0.61133069828722,0.820816864295125,0.490322580645161,0.579710144927536,2.13101160862355,27.6317204301075,3.33846153846154,0.396494254961074,4237,22657,25,0.842455566297315,0.198459516510846,0.0371131646491792,585,2
"99","PHALIA",99,10.1064090690201,206.086096938776,0.442037656760535,0.60020899772644,10,22.1270753512133,617652.983498006,62415.672818,5672162.23370998,0.0955882352941176,0.996336996336996,0.692307692307692,0.915750915750916,0.711864406779661,0.869918699186992,2.09577464788732,27.6012345679012,3.37264957264957,0.353343351762027,2167,26323,16,0.923938223938224,0.421737022314189,0.0347188438762621,585,2
"100","PIND DADAN KHAN",100,5.62930482930411,244.281485468245,0.388930272154582,0.645101994276047,18,29.2502691065662,412356.224725706,41505.995804,3193710.23778217,0.105590062111801,0.985537190082645,0.714876033057851,0.878099173553719,0.404255319148936,0.950354609929078,1.83666666666667,27.9407713498623,3.25776965265082,0.301154990888145,4439,17601,18,0.798593466424682,0.424059215037644,0.106948403815244,547,2
"101","PINDI BHATTIAN",101,8.55763568032172,195.198013656114,0.492068334498219,0.474546000361443,2,19.5301055245189,548791.134523686,58437.506195,4893866.24257096,0.0344827586206897,0.975095785440613,0.488505747126437,0.812260536398467,0.537313432835821,0.773049645390071,2.04255319148936,27.884561891516,3.2703488372093,0.429709434704562,1659,21339,19,0.927863292460214,0.365159319577977,0.0283893018032646,344,2
"102","PINDI GHEB",102,3.57054416414309,396.510697674419,0.399279444782248,0.710567981004715,0,40.2885062819916,307034.400701722,29240.182202,2056681.46117087,0.125570776255708,0.990909090909091,0.775,0.915909090909091,0.612903225806452,0.909090909090909,1.91025641025641,28.9268292682927,3.61737089201878,0.424892636099533,4310,14504,12,0.770915275858403,0.496029740847782,0.147399902306532,426,5
"103","PIPLAN",103,6.02490063947717,193.235187424426,0.489335154822683,0.70566600561142,11,34.8747731397459,420927.187300743,47236.398382,3673781.00631698,0.0669745958429561,0.942263279445728,0.64203233256351,0.868360277136259,0.538461538461538,0.815533980582524,2.16206896551724,28.0712025316456,3.41121495327103,0.360747965787691,2016,12800,12,0.863930885529158,0.270977475811907,0.0426789524403753,321,2
"104","QAIDABAD",104,4.78123588479705,255.186085972851,0.576316059411111,0.713688015937805,0,51.9411764705882,366878.849719481,37706.640502,2994009.07402675,0.036319612590799,0.927536231884058,0.635265700483092,0.898550724637681,0.761904761904762,0.788235294117647,2.09349593495935,28.3277870216306,3.27385892116183,0.267091036543486,994,14381,11,0.935349593495935,0.381391707363514,0.0263614044307999,241,2
"105","RAHIM YAR KHAN",105,11.4752175669832,82.7374173137762,0.721044888113361,0.652204245328903,0,59.8674525589419,1590154.09017318,192741.880967,6570458.16554293,0.081799591002045,0.926380368098159,0.596114519427403,0.786298568507158,0.597701149425287,0.721362229102167,2.00829383886256,27.5841248303935,3.54046639231824,0.402892203300437,4313,16169,37,0.789424860853432,0.0838893961129722,0.0223770774590419,729,5
"106","RAJANPUR",106,4.29066893828586,109.658503026968,0.729926135892419,0.758986604213715,5,106.791907514451,615449.027342863,83327.013993,2440401.13843948,0.11496062992126,0.789308176100629,0.476340694006309,0.80188679245283,0.582089552238806,0.779220779220779,2.16198704103672,27.6359039190898,3.59365079365079,0.352609802636889,3485,8045,14,0.69774501300954,0.0965473213845852,0.0418231715382572,315,5
"107","RAWALPINDI",107,31.118842559696,442.976527900797,0.394224805517248,0.492376655340195,0,23.0970314576872,3056583.40588149,276227.191952,19510680.2393313,0.137130801687764,0.995798319327731,0.798319327731092,0.90295358649789,0.7,0.861788617886179,1.76190476190476,27.9971671388102,3.78697183098592,0,6467,40228,28,0.861505514509048,0.14563374342592,0.0234118877084475,568,5
"108","RENALA KHURD",108,15.933232054026,184.225385527877,0.513220579846191,0.47333100438118,0,14.8351126927639,537363.1955801,59448.46306,9157188.02729764,0.0134874759152216,0.973025048169557,0.616570327552986,0.851637764932563,0.744525547445255,0.805555555555556,1.93478260869565,28.4463276836158,3.40277777777778,0.415832596029333,2103,19370,21,0.902063055930704,0.325828440349253,0.035375178629555,432,2
"109","ROJHAN",109,2.24384630319378,98.7883995703545,0.800740637981546,0.110846251249313,26,124.31149301826,318894.922335703,45042.270148,1232730.90495702,0.0455580865603645,0.671981776765376,0.275626423690205,0.694760820045558,0.283898305084746,0.35031847133758,2.05200945626478,28.7902240325866,3.18461538461538,0.119004069217569,1053,6948,8,0.868391451068616,0.154255102533026,0.0233780401507306,65,2
"110","SADIQABAD",110,19.0880610716092,76.6768455380966,0.76740565837685,0.62406899034977,5,65.1327407407407,1229232.67321614,155399.09146,5248921.69216442,0.0815677966101695,0.934322033898305,0.597457627118644,0.778601694915254,0.269406392694064,0.701986754966887,2.04738154613466,27.6666666666667,3.3921568627451,0.397462219614517,7959,13402,28,0.627405084031646,0.086242460455116,0.0512165156515645,663,2
"111","SAFDARABAD",111,28.8126278826641,200.354644149578,0.541944886504957,0.500687003135681,0,14.5778045838359,423227.672847949,44974.255749,7389770.56488888,0.0181818181818182,1,0.741496598639456,0.875283446712018,0.705882352941177,0.89622641509434,2.0580204778157,27.4304932735426,3.19088937093276,0.388768030576717,3473,21533,20,0.861113332800128,0.478785021372561,0.0772219560315286,461,2
"112","SAHIWAL",112,8.99808044125809,169.999036608863,0.405094836000533,0.482905000448227,0,35.4845857418112,373318.126954663,40127.891749,5162816.71543259,0.032258064516129,0.950034223134839,0.684931506849315,0.86652977412731,0.660777385159011,0.884615384615385,1.98872604284104,28.1011494252874,3.55076923076923,0.383853026457914,1508,16445,11,0.916002896451847,0.409814702024803,0.0375798461935788,1300,2
"113","SAHIWAL_SAHIWAL",113,18.2825812528012,166.991884580703,0.572817092766427,0.464702000220617,3,15.026102610261,1656303.92872379,169073.057325,10734310.2804075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329,72498,45,0.956097432313028,0.428796883116871,0.0196897131492739,NA,NA
"114","SAMBRIAL",114,23.388466702647,232.871743486974,0.372860417606119,NA,0,6.7374749498998,396648.865108049,42757.637787,11496545.5181849,0.0458891013384321,0.998087954110899,0.864244741873805,0.948374760994264,0.934579439252336,0.920289855072464,2.11083743842365,28.0588901472254,3.59668508287293,0.367655364379283,3094,16284,13,0.840334399834864,0.380844238428695,0.0723613408068277,724,4
"115","SAMUNDARI",115,17.2607546252719,171.656514382403,0.406523217325078,0.47629751265049,0,12.8199492814877,793660.551774212,81312.723225,9690620.181508,0.0438709677419355,0.996134020618557,0.789948453608247,0.908505154639175,0.656716417910448,0.895348837209302,2.03171247357294,27.8101487314086,3.5683615819209,0.433140141108891,2750,31379,31,0.919423364294295,0.385905166565032,0.0338200455098582,885,5
"116","SARAI ALAMGIR",116,10.1361944244384,259.150746268657,0.27895109243135,NA,0,19.5776119402985,303178.845788757,31553.105863,6502006.54179826,0.0626223091976517,0.998043052837573,0.863013698630137,0.945205479452055,0.924528301886792,0.975806451612903,1.95508982035928,28.4463130659767,3.53729071537291,0.3867572945868,3224,12277,8,0.79201341848913,0.389090064645469,0.102176946193451,657,2
"117","SARGODHA",117,20.4924174030365,186.662182361734,0.424021322463744,0.529838502407074,0,14.0627177700348,1685523.8450356,167762.933738,12136205.2517909,0.0825396825396825,0.989429175475687,0.711416490486258,0.874207188160677,0.628140703517588,0.90234375,2.05162241887906,28.5504143646409,3.60270009643202,0.450586033209093,5116,61994,51,0.923766949783937,0.369533356497078,0.0304954132954649,1037,5
"118","SHAH KOT",118,11.8152305819772,194.891891891892,0.478741938809314,0.37618699669838,0,4.62650602409639,247883.7766499,26318.297474,10714986.7345689,0.0367965367965368,0.989177489177489,0.666666666666667,0.874458874458874,0.428571428571429,0.890909090909091,2.05821917808219,27.8619582664526,3.4324942791762,0.433013792123566,1869,12102,9,0.866222890272708,0.459832176148766,0.0710152319634808,437,2
"119","SHAHPUR",119,10.0599425630076,180.186175115207,0.472175239636889,0.5356525182724,0,22.609778597786,422428.486739157,44096.133003,5614410.82883033,0.0770925110132159,0.991189427312775,0.605726872246696,0.8215859030837,0.452054794520548,0.836206896551724,1.97627118644068,28.1865793780687,3.2120253164557,0.360078855173928,2326,15232,14,0.867524775031325,0.345427114866597,0.0527483895207263,316,2
"120","SHAKARGARH",120,14.4576706505045,257.899206349206,0.585355592081417,0.446823000907898,16,11.1619771863118,799176.958547516,89916.222936,8717254.75308063,0.0942460317460317,1,0.757425742574257,0.959405940594059,0.742138364779874,0.961832061068702,2.12367021276596,26.9675245098039,3.58381030253475,0.273461227491343,4397,26781,27,0.858971069343768,0.297843916542869,0.0489010754280645,1223,4
"121","SHANGLA HILL",121,10.6448288532625,195.110843373494,0.51533949971199,NA,0,10.2987951807229,238229.126802748,25281.540444,8295525.87354329,0.0182648401826484,0.995444191343964,0.737442922374429,0.87243735763098,0.222222222222222,0.940677966101695,1.86101694915254,27.4764705882353,3.55772994129159,0.438856215502573,916,14488,11,0.940534925993249,0.573066345861785,0.0362319694098147,511,5
"122","SHARAK PUR",122,13.1567935934345,200.684210526316,0.474406478228047,NA,6,14.005859375,217426.566346706,25300.809916,6127326.31442645,0.0494672754946728,0.998479087452471,0.768821292775665,0.884410646387833,0.698224852071006,0.932011331444759,1.97537473233405,27.6720160481444,3.61825726141079,0.490265097438563,1014,6305,7,0.86145648312611,0.249201508605176,0.0400777683942345,1446,4
"123","SHEIKHUPURA",123,19.6569147749849,204.265969802555,0.422995972569327,0.567357987165451,0,8.19163763066202,1636109.85926159,182201.133685,13706523.480835,0.0331695331695332,0.992628992628993,0.755528255528256,0.901719901719902,0.537037037037037,0.925233644859813,2.0034965034965,28.2120481927711,3.47474747474747,0.437684952483159,5821,60816,34,0.912646127526749,0.333784970323743,0.0319482095543032,792,2
"124","SHORKOT",124,10.2357108060867,143.986202759448,0.448038713886985,0.609718978404999,2,29.7318536292741,576552.714904999,63599.031024,4985458.48842988,0.0459965928449744,0.902896081771721,0.419080068143101,0.858361774744027,0.346666666666667,0.844155844155844,2.11576354679803,28.2341220423412,3.36607142857143,0.424748037974948,1060,24002,18,0.957704891868167,0.377395686908225,0.0166669205950637,448,2
"125","SHUJABAD",125,14.6234490300152,112.86944937833,0.683113437748082,0.464448004961014,14,16.9671403197158,670551.907528187,82212.098073,8576948.77339389,0.0935672514619883,0.932038834951456,0.586744639376218,0.848543689320388,0.634328358208955,0.836734693877551,2.03580562659847,28.4607329842932,3.36010362694301,0.460608537252717,4517,15447,14,0.773742736926468,0.187892054357789,0.0549432517339375,386,2
"126","SIALKOT",126,34.6271345297526,248.044186046512,0.41817762976469,0.501505970954895,2,10.3067164179104,1877924.26442515,183615.644637,20211637.8387894,0.0541062801932367,1,0.90549662487946,0.93731918997107,0.877005347593583,0.956521739130435,2.03527815468114,28.2057245080501,3.86411889596603,0.326572986445944,6024,58142,28,0.906118505127326,0.316650577977406,0.0328076619609902,1413,5
"127","SILLANWALI",127,11.8564872155755,175.716363636364,0.392994071539609,0.533571004867554,0,25.0726392251816,387168.228093495,41169.434288,6664007.35518884,0.0372093023255814,0.974418604651163,0.681395348837209,0.872093023255814,0.729508196721312,0.870748299319728,1.88252148997135,28.4220472440945,3.49379652605459,0.353241830464123,1675,18881,17,0.918515275345398,0.458616940614688,0.0406855238350513,403,2
"128","SOHAWA",128,4.79552252027724,406.781027667984,0.463421114614304,0.463025003671646,0,30.631329113924,208324.233354808,20413.516887,2374736.1916232,0.149779735682819,0.986784140969163,0.777533039647577,0.892070484581498,0.647058823529412,0.95,2.03759398496241,28.6748844375963,3.3957528957529,0.213433461992772,2516,8544,13,0.77251356238698,0.418546203836199,0.123251667702701,518,2
"129","TALA GANG",129,3.43438349979618,455.56345408977,0.478034256962139,0.639735658963521,0,46.0530751708428,595198.162004822,60082.695968,1956732.7503795,0.123430962343096,0.945606694560669,0.715481171548117,0.870292887029289,0.388888888888889,0.932584269662921,1.82038834951456,28.872641509434,3.63215859030837,0.356258208563173,3729,21407,26,0.851647040101846,0.356292267767101,0.0620644586585473,454,4
"130","TANDLIANWALA",130,11.6673151356323,171.159956474429,0.449577694072962,0.452915668487549,72,22.8404139433551,854768.795213373,87927.525046,6703526.90333426,0.0228187919463087,0.979865771812081,0.612903225806452,0.741935483870968,0.569832402234637,0.842342342342342,2.01581722319859,28.586011342155,3.24714828897338,0.403917532333037,3974,34444,30,0.896558904680098,0.391731712930397,0.0451963136449135,526,2
"131","TAUNSA",131,3.9857675294623,178.182369146005,0.760767810855358,0.738422671953837,6,40.2848484848485,575750.996748749,74572.084739,2289141.12595525,0.0885122410546139,0.930451127819549,0.446327683615819,0.838649155722326,0.169014084507042,0.6,2.11627906976744,27.6924119241192,3.55223880597015,0.42476846057551,7089,32397,17,0.820468013979638,0.434438706030393,0.0950623819196055,402,5
"132","TAXILA",132,35.1373579828622,502.3,0.428974220538751,NA,0,5.61025641025641,545598.167611275,46334.300625,20105675.0632482,0.15016501650165,0.99672131147541,0.816393442622951,0.940983606557377,0.689655172413793,0.871951219512195,1.94299287410926,28.8783930510315,3.75454545454545,0.558249640047047,875,9468,5,0.915401720970705,0.204341057753907,0.0188844978384736,660,5
"133","TOBA TEK SINGH",133,13.9301663657929,157.423255813953,0.332615500799574,0.450373008847237,0,13.6938300349243,969164.523708005,96864.939548,8100646.15304767,0.074792243767313,0.982019363762102,0.764868603042877,0.922544951590595,0.708333333333333,0.901639344262295,2.01988071570577,28.6650853889943,3.62901155327343,0.370118592004106,5861,43755,31,0.881872782973234,0.451711426282549,0.0605069287953839,779,4
"134","VEHARI",134,13.908023637974,138.273752012882,0.649471999990383,0.602223992347717,9,19.4251207729469,1015839.31897705,110562.488798,7821287.86819222,0.0338345864661654,0.93125,0.53,0.865,0.609756097560976,0.768888888888889,1.94973070017953,28.552,3.45117845117845,0.441188095687247,3395,32965,31,0.906628162816282,0.298157181141497,0.0307066170173026,594,2
"135","WAZIRABAD",135,15.1735453039857,218.612748045701,0.431096008507803,0.615822523832321,12,9.06975345760674,1025299.34334373,105711.397116,8874374.46539909,0.0375146541617819,0.997655334114889,0.827667057444314,0.921453692848769,0.803738317757009,0.974358974358974,1.93698175787728,27.7549251379039,3.58291457286432,0.412459640247154,10241,31309,33,0.75352587244284,0.296174309054338,0.0968769714467237,995,4
"136","YAZMAN",136,0.644568755444179,114.645255015902,0.850406557973266,-0.460483657902685,0,183.926112048997,654666.722364201,71765.9157649999,370115.928475087,0.0907317073170732,0.823414634146341,0.388292682926829,0.839024390243902,0.581896551724138,0.8300395256917,2.04041916167665,27.9993328885924,3.40432801822323,0.222634647334457,3959,41888,24,0.913647566907322,0.583675405706015,0.055165463406945,878,2
"137","ZAFARWAL",137,15.9881398925781,272.221843003413,0.520590984984063,0.530713975429535,0,17.1779279279279,516431.275487114,58942.960615,8462151.55955902,0.0319829424307036,0.995735607675906,0.71002132196162,0.897435897435897,0.804878048780488,0.971223021582734,2.0995145631068,27.3469387755102,3.47549909255898,0.308944502375159,3073,18949,18,0.860457724094088,0.32148028877901,0.0521351484203861,551,4
