"","X","DISTRICT","District","OBJECTID","PROVINCE","Shape_Leng","ADMIN_UNIT","Shape_Le_1","Shape_Le_2","Shape_Area","id","fertility","elevation","poverty","night_lights","distance_to_lakes_rivers","malaria_instance","Population","child_population","population_density","electricity.x","radio.x","television.x","television","mobile_phone","dtp_boolean","card","school_boolean","antenatal_care","age","mothers_age","dtp_number","school_level","wm_urban","hh_urban","ch_urban","urban_to_rural","vaccinations","penta1","penta2","penta3","pentavalent1_vacc_per_capita","pentavalent2_vacc_per_capita","pentavalent3_vacc_per_capita","penta1_in_clinic","penta3_in_clinic","penta1_out_clinic","penta3_out_clinic"
"21",21,"MULTAN","MULTAN",109,"PUNJAB",4.04397871066,"DISTRICT",4.0439787105,4.0439787105,0.3406389045,105,23.7270217927448,116.45625127473,0.677117457462529,0.506553792953491,36,0,4891622.90715121,514670.6738,14360141.6119256,0,0,0,0.67635189669088,0.859408602150538,0.772881355932203,0.604105571847507,0.58321087435709,0.862035225048924,2.00641509433962,28.0011021307862,2.66961651917404,3.42456692913386,0.536187563710499,0.51624187906047,0.497771683236202,0.516733708669057,0,0,0,0,0,0,0,20529,0,-175829,-129115
"22",22,"NANKANA SAHIB","NANKANA SAHIB",111,"PUNJAB",4.27509595409,"DISTRICT",4.27509594818,4.27509594818,0.263333165077,107,13.2256819930666,194.204312384959,0.514868670440241,0.438362995783488,42,0,1969877.87041823,151597.989915,7480553.65469149,0,0,0,0.6854802002731,0.855843565256935,0.834605597964377,0.48695652173913,0.639109697933227,0.908745247148289,1.99354838709677,27.9275039745628,2.69018404907975,3.39054726368159,0.416058394160584,0.397708674304419,0.38039457459926,0.398053881021421,0,0,0,0,0,0,0,8300,0,-78535,-63325
"23",23,"NAROWAL","NAROWAL",112,"PUNJAB",2.80192735958,"DISTRICT",2.7992446861,2.7992446861,0.222258966408,108,15.5766376828859,253.820447284345,0.553762364759924,0.503532985846202,23,0,1968210.66022459,157452.560336,8855483.72708415,0,0,0,0.745098039215686,0.911160714285714,0.680459770114943,0.759305210918114,0.725811001410437,0.962962962962963,2.08805031446541,27.3286318758815,2.52054794520548,3.53615863141524,0.314819759679573,0.33979381443299,0.293276866066702,0.315963480059755,0,14032,15120,15879,0.08911890648241,0.09602892431685,0.100849423890692,10999,0,-91076,-96709
"24",24,"OKARA","OKARA",113,"PUNJAB",4.27127460327,"DISTRICT",4.27127460258,4.27127460258,0.415705929918,109,14.5071223493229,176.425360617243,0.620836543544735,0.502464840809504,23,0,3481221.91553384,397742.937451,8374241.6573671,0,0,0,0.569670504168321,0.810563939634631,0.836940836940837,0.594254937163375,0.523118766999093,0.778120184899846,1.97319833234068,28.0791779993956,2.73784722222222,3.36647398843931,0.431922196796339,0.389312977099237,0.382352941176471,0.401196038357349,0,14033,15120,15879,0.0352815818426161,0.0380145027763383,0.0399227704752299,12698,0,-96981,-79445
"25",25,"PAK PATTAN","PAK PATTAN",114,"PUNJAB",3.77322273844,"DISTRICT",3.77322273879,3.77322273879,0.270870945779,110,13.2945318925168,159.345064613693,0.647243883088948,0.529451827208201,0,0,NA,291294.101476,NA,0,0,0,0.599646226415094,0.780070754716981,0.810267857142857,0.637777777777778,0.506728538283063,0.818807339449541,2.02775368603643,28.0078886310905,2.61173184357542,3.27681026581118,0.41750418760469,0.394796380090498,0.389922480620155,0.400741016105114,0,14033,15120,15879,0.0481746795726181,0.0519063033662072,0.0545119174042331,6859,0,-36468,-26865
"26",26,"RAJANPUR","RAJANPUR",116,"PUNJAB",6.24914605142,"DISTRICT",6.24914605488,6.24914605488,1.16202125103,112,2.6075745467367,280.362032884903,0.836241549407073,0.06085036930285,46,0,1760055.00074864,328889.512723,1514649.580796,0,0,0,0.411663807890223,0.772130211307824,0.519736842105263,0.332352941176471,0.339242932438908,0.593117408906883,2.14511691884457,27.951126018208,2.30793650793651,3.50564971751412,0.361171840839528,0.308839190628328,0.243962848297214,0.30465795992169,0,14033,15120,15879,0.0426678244733787,0.0459728857719294,0.0482806516648457,12359,0,-138548,-92490
"27",27,"RAWALPINDI","RAWALPINDI",117,"PUNJAB",5.48900514819,"DISTRICT",5.48900514908,5.48900514908,0.504839078692,113,17.1144359033049,612.96397139714,0.409630442097339,0.528526622802019,37,0,5274662.33939513,595128.536485,10448205.3034828,0,0,0,0.779460482725982,0.931850449597728,0.88250319284802,0.727467811158798,0.802940204823257,0.913700107874865,1.98293376676148,28.7028410967955,2.72448979591837,3.69039292326682,0.357293550331525,0.354403708386009,0.377323420074349,0.363006892930628,0,14033,15120,15879,0.0235797800637874,0.0254062762463098,0.026681630986452,20704,0,-259995,-226128
"28",28,"SAHIWAL","SAHIWAL",118,"PUNJAB",4.25915948587,"DISTRICT",4.25915948775,4.25915948775,0.30303866723,114,16.3541532607322,160.501609195402,0.539552808509677,0.461781747639179,6,0,2886651.07496765,373971.029387,9525685.62076185,0,0,0,0.691765980498375,0.866269626421224,0.821826280623608,0.516666666666667,0.614735226400614,0.896713615023474,1.95450490633363,27.9339984650806,2.75068493150685,3.59875,0.412042074718897,0.394904458598726,0.362802335279399,0.389916289532341,0,14033,15120,15879,0.0375242970638726,0.0404309393291351,0.0424605083073635,3882,0,-30761,-18522
"29",29,"SARGODHA","SARGODHA",119,"PUNJAB",4.66255213833,"DISTRICT",4.66255213698,4.66255213698,0.552218316126,115,13.0239265811437,185.334801207851,0.462804920169168,0.519013004170524,9,0,4164194.6867447,343380.14397,7540848.54692605,0,0,0,0.645773433007476,0.858498705780846,0.812089356110381,0.625814863102999,0.618647380766224,0.846153846153846,1.9803359278984,28.4538702111024,2.60714285714286,3.40865992414665,0.412670323836489,0.409152086137281,0.372328866352771,0.39805042544218,0,14033,15120,15879,0.040867243626137,0.0440328314421144,0.0462432096871254,22278,0,-149267,-113912
"30",30,"SHEIKHUPURA","SHEIKHUPURA",120,"PUNJAB",4.1066287642,"DISTRICT",4.1066287608,4.1066287608,0.288328633032,116,18.8256946288525,207.419059107358,0.43102157368071,0.513686001300812,22,0,3229667.23469843,255363.792672,11201340.6394501,0,0,0,0.788591800356506,0.888096935138988,0.790087463556851,0.429718875502008,0.645661885727722,0.895781637717122,2.01176470588235,27.68610392664,2.51486988847584,3.43481427530954,0.409811799534785,0.417543859649123,0.385618166526493,0.404324608570134,0,14033,15120,15879,0.0549529745511909,0.0592096469189771,0.0621818772107432,9851,0,-116718,-79235
"31",31,"SIALKOT","SIALKOT",121,"PUNJAB",2.88480719473,"DISTRICT",3.27031717559,3.27031717559,0.296505196022,117,24.8927908718063,241.538662239089,0.422726228472601,0.511003994941711,2,0,4254666.15661976,235608.605029,14349381.4398587,0,0,0,0.830745814307458,0.919963481436397,0.934250764525994,0.853333333333333,0.802294455066922,0.881199538638985,2.02164502164502,27.8409177820268,2.75833333333333,3.63790226460072,0.356198642372276,0.37300435413643,0.338395638629284,0.355866211712663,0,13886,15078,15873,0.0589367268580485,0.0639959648254108,0.0673702049127037,20170,0,-237526,-199857
"32",32,"VEHARI","VEHARI",123,"PUNJAB",4.94444460735,"DISTRICT",4.94444460503,4.94444460503,0.419417708509,119,13.5523342882329,137.510264900662,0.584603976089605,0.604429717574801,33,0,3246500.24300064,473061.652442,7740493.96851106,0,0,0,0.566206336311942,0.844029244516653,0.814685314685315,0.594043887147335,0.530973451327434,0.829581993569132,1.98817672682016,28.669616519174,2.67025862068966,3.43888888888889,0.436919716002185,0.404222048475371,0.405665722379603,0.415602495619053,0,14033,15120,15879,0.0296642095751368,0.0319620073238843,0.0335664493581983,17543,0,-185448,-136791
