"","X","TEHSIL","Tehsil","OBJECTID","PROVINCE","DISTRICT","SHAPE_Leng","Area_Sq_Km","Shape_Le_1","Shape_Area","id","fertility","elevation","poverty","night_lights","distance_to_lakes_rivers","malaria_instance","Population","child_population","population_density","radio.x","radio.y","radio","electricity.x","electricity.y","electricity","television.x","television.y","television","mobile_phone.x","mobile_phone.y","mobile_phone","dtp_boolean.x","dtp_boolean.y","dtp_boolean","card.x","card.y","card","school_boolean.x","school_boolean.y","school_boolean","antenatal_care.x","antenatal_care.y","antenatal_care","age.x","age.y","age","mothers_age.x","mothers_age.y","mothers_age","dtp_number.x","dtp_number.y","dtp_number","school_level.x","school_level.y","school_level","wm_urban.x","wm_urban.y","wm_urban","hh_urban.x","hh_urban.y","hh_urban","ch_urban.x","ch_urban.y","ch_urban","urban_to_rural","vaccinations","penta1","penta2","penta3","pentavalent1_vacc_per_capita","pentavalent2_vacc_per_capita","pentavalent3_vacc_per_capita","penta1_in_clinic","penta3_in_clinic","penta1_out_clinic","penta3_out_clinic","penta1_ratio","penta3_ratio"
"1",1,"18-HAZARI","18-HAZARI",335,"PUNJAB","JHANG",2.82382746245,1656.38940765,2.8238274598,0.156673432882,333,4.62806009249331,155.796625222025,0.601102675851501,0.595201760530472,30,0,497107.628390812,52406.730413,3172890.38253992,0,0.0453781512605042,0.0453781512605042,0,0.899328859060403,0.899328859060403,0,0.236974789915966,0.236974789915966,0,0.836974789915966,0.836974789915966,0,0.75,0.75,0,0.246511627906977,0.246511627906977,0,0.421487603305785,0.421487603305785,0,0.697142857142857,0.697142857142857,0,2.07438016528926,2.07438016528926,0,28.4214876033058,28.4214876033058,0,2.60109289617486,2.60109289617486,0,2.82913165266106,2.82913165266106,0,0,0,0,0,0,0,0,0,0,0,15578,15317,16057,0.297251896411682,0.292271620062763,0.306391943810654,640,438,-1209,3869,-1.12478031634446,0.101694915254237
"2",2,"AHMADPUR EAST","AHMADPUR EAST",299,"PUNJAB","BAHAWALPUR",1.93178662608,1478.92405598,1.93178662251,0.137260383826,297,14.166610704767,102.583038869258,0.8124977762952,0.66727802157402,45,0,1113662.97068812,135026.127508,8113506.16722642,0,0.054590570719603,0.054590570719603,0,0.866004962779156,0.866004962779156,0,0.424317617866005,0.424317617866005,0,0.738213399503722,0.738213399503722,0,0.584070796460177,0.584070796460177,0,0.448780487804878,0.448780487804878,0,0.450417052826691,0.450417052826691,0,0.770212765957447,0.770212765957447,0,2.03316749585406,2.03316749585406,0,27.9972196478221,27.9972196478221,0,2.5748031496063,2.5748031496063,0,3.36625514403292,3.36625514403292,0,0.506318449873631,0.506318449873631,0,0.405162738496072,0.405162738496072,0,0.391952309985097,0.391952309985097,0.434477832784933,0,31213,30597,34828,0.231162668855705,0.226600588824464,0.257935265142937,6109,3842,-145893,-75276,-0.0437031419904996,-0.0537839124226559
"3",3,"AHMEDPUR SIAL","AHMEDPUR SIAL",336,"PUNJAB","JHANG",1.60514279042,862.891123494,1.60514279469,0.081254902888,334,7.82048832933517,138.224699828473,0.560411954463296,0.589007019996643,30,0,457973.186314506,50576.470073,5636252.95258511,0,0.0571992110453649,0.0571992110453649,0,0.877952755905512,0.877952755905512,0,0.326771653543307,0.326771653543307,0,0.822834645669291,0.822834645669291,0,0.752475247524752,0.752475247524752,0,0.28921568627451,0.28921568627451,0,0.456521739130435,0.456521739130435,0,0.660714285714286,0.660714285714286,0,1.99033816425121,1.99033816425121,0,28.5028985507246,28.5028985507246,0,2.63815789473684,2.63815789473684,0,3.26349206349206,3.26349206349206,0,0.410457516339869,0.410457516339869,0,0.402985074626866,0.402985074626866,0,0.386221294363257,0.386221294363257,0.399887961776664,0,10587,11799,11050,0.20932658971097,0.233290302446371,0.218481044328536,887,519,-11986,-4381,-0.079917109649518,-0.134386328327292
"4",4,"ALIPUR","ALIPUR",372,"PUNJAB","MUZAFFARGARH",2.11452253728,1237.96880365,2.1145225361,0.114990192053,369,9.65638034041125,98.915961305925,0.81460386554304,0.731999009847641,27,0,628935.260926206,83185.675714,5469468.74074551,0,0.0556621880998081,0.0556621880998081,0,0.842911877394636,0.842911877394636,0,0.432950191570881,0.432950191570881,0,0.676245210727969,0.676245210727969,0,0.752427184466019,0.752427184466019,0,0.520325203252033,0.520325203252033,0,0.416098226466576,0.416098226466576,0,0.8,0.8,0,2.17117117117117,2.17117117117117,0,28.1350613915416,28.1350613915416,0,2.52903225806452,2.52903225806452,0,3.63934426229508,3.63934426229508,0,0.367532467532468,0.367532467532468,0,0.319148936170213,0.319148936170213,0,0.24468085106383,0.24468085106383,0.31045408492217,0,9480,8195,9071,0.113961928164088,0.0985145570996522,0.109045216284435,1969,1477,-47986,-33641,-0.0427885346719691,-0.0459209053600298
"5",5,"ARIFWALA","ARIFWALA",386,"PUNJAB","PAK PATTAN",2.39439927974,1361.71494823,2.24961725073,0.108238775033,383,13.9440149195683,155.023642172524,0.566934847900369,0.527584989865621,5,0,856193.818890465,89899.8016049999,7910231.97213224,0,0.027603513174404,0.027603513174404,0,0.958646616541353,0.958646616541353,0,0.654135338345865,0.654135338345865,0,0.823308270676692,0.823308270676692,0,0.781990521327014,0.781990521327014,0,0.593073593073593,0.593073593073593,0,0.531548757170172,0.531548757170172,0,0.827586206896552,0.827586206896552,0,1.99616122840691,1.99616122840691,0,28.2007648183556,28.2007648183556,0,2.71951219512195,2.71951219512195,0,3.38129496402878,3.38129496402878,0,0.417857142857143,0.417857142857143,0,0.411477411477411,0.411477411477411,0,0.384201077199282,0.384201077199282,0.404511877177945,0,33877,35456,35711,0.376830642506289,0.394394641222746,0.397231132465746,1935,1871,-25113,-21175,-0.0834843385969454,-0.0969229175300456
"6",6,"ATTOCK","ATTOCK",288,"PUNJAB","ATTOCK",2.18616218185,1090.68004581,2.18616218911,0.105943930102,286,7.53493402655187,410.912614980289,0.41399349327114,0.651746511459351,2,0,393456.659553904,37452.829191,3713819.74573809,0,0.123115577889447,0.123115577889447,0,0.992462311557789,0.992462311557789,0,0.763819095477387,0.763819095477387,0,0.917085427135678,0.917085427135678,0,0.792452830188679,0.792452830188679,0,0.575,0.575,0,0.667247386759582,0.667247386759582,0,0.908045977011494,0.908045977011494,0,2.01293103448276,2.01293103448276,0,28.616724738676,28.616724738676,0,2.80952380952381,2.80952380952381,0,3.67362924281984,3.67362924281984,0,0.438729198184569,0.438729198184569,0,0.457627118644068,0.457627118644068,0,0.422222222222222,0.422222222222222,0.43952617968362,0,9521,8480,8304,0.254213105008578,0.226418142051543,0.221718897593869,1462,1116,-23402,-18242,-0.0666362807657247,-0.0651640780100432
"7",7,"BAHAWALNAGAR","BAHAWALNAGAR",294,"PUNJAB","BAHAWALNAGAR",2.12912171388,1803.39534023,2.16642707859,0.186810514192,292,8.63854315711018,155.212710280374,0.573597426690885,0.617929657300313,7,0,939143.134216927,105054.697708,5027249.87551662,0,0.0264797507788162,0.0264797507788162,0,0.93944099378882,0.93944099378882,0,0.501552795031056,0.501552795031056,0,0.770186335403727,0.770186335403727,0,0.734104046242775,0.734104046242775,0,0.346456692913386,0.346456692913386,0,0.466520307354555,0.466520307354555,0,0.722826086956522,0.722826086956522,0,1.96631578947368,1.96631578947368,0,28.4401756311745,28.4401756311745,0,2.47619047619048,2.47619047619048,0,3.43058823529412,3.43058823529412,0,0.453921568627451,0.453921568627451,0,0.4,0.4,0,0.366355140186916,0.366355140186916,0.406758902938122,0,29207,29864,30473,0.278017077172322,0.284270962189688,0.290067942365603,1480,1335,-11109,-4669,-0.153702357461834,-0.400419916016797
"8",8,"BAHAWALPUR","BAHAWALPUR",300,"PUNJAB","BAHAWALPUR",2.73940956816,1181.25213355,2.73940957036,0.10962840541,298,15.6701441495703,114.598355471221,0.783578614657774,0.517292991280556,22,0,1055597.95547099,114256.993429,9628872.65871609,0,0.0421686746987952,0.0421686746987952,0,0.933734939759036,0.933734939759036,0,0.487951807228916,0.487951807228916,0,0.742971887550201,0.742971887550201,0,0.838983050847458,0.838983050847458,0,0.669491525423729,0.669491525423729,0,0.502103786816269,0.502103786816269,0,0.81021897810219,0.81021897810219,0,1.96449704142012,1.96449704142012,0,27.7180925666199,27.7180925666199,0,2.5959595959596,2.5959595959596,0,3.52513966480447,3.52513966480447,0,0.417525773195876,0.417525773195876,0,0.391304347826087,0.391304347826087,0,0.415041782729805,0.415041782729805,0.407957301250589,0,24380,24821,28280,0.213378623647662,0.217238343624226,0.247512201671693,2512,1844,-37967,-19160,-0.0708503737131575,-0.106491106491106
"9",9,"BAHAWALPUR CITY","BAHAWALPUR CITY",301,"PUNJAB","BAHAWALPUR",1.53152629898,245.826837743,1.53152630021,0.0228364694867,299,18.2712192831617,114.369230769231,0.745942277776683,0.574275016784668,15,0,202797.565078761,21939.131049,8880425.46142568,0,0.0570469798657718,0.0570469798657718,0,0.954697986577181,0.954697986577181,0,0.582214765100671,0.582214765100671,0,0.73993288590604,0.73993288590604,0,0.745901639344262,0.745901639344262,0,0.586206896551724,0.586206896551724,0,0.552147239263804,0.552147239263804,0,0.849624060150376,0.849624060150376,0,2.0625,2.0625,0,28.1950920245399,28.1950920245399,0,2.71428571428571,2.71428571428571,0,3.62888888888889,3.62888888888889,0,0.517203107658158,0.517203107658158,0,0.464566929133858,0.464566929133858,0,0.481751824817518,0.481751824817518,0.487840620536511,0,7801,8173,9167,0.355574702688855,0.37253070697039,0.417837879701158,699,625,-10792,-7253,-0.069255919944516,-0.0942969221484611
"10",10,"BHAKKAR","BHAKKAR",305,"PUNJAB","BHAKKAR",2.32535357851,1830.76182111,2.32535358358,0.173854499289,303,6.66565474292313,165.587740384615,0.724675492037279,0.589412748813629,2,0,662595.031514009,75802.791119,3811204.39346566,0,0.0520325203252033,0.0520325203252033,0,0.952922077922078,0.952922077922078,0,0.530081300813008,0.530081300813008,0,0.830894308943089,0.830894308943089,0,0.623287671232877,0.623287671232877,0,0.6,0.6,0,0.519108280254777,0.519108280254777,0,0.722972972972973,0.722972972972973,0,2.09876543209877,2.09876543209877,0,28.468152866242,28.468152866242,0,2.40449438202247,2.40449438202247,0,3.42740286298568,3.42740286298568,0,0.355289421157685,0.355289421157685,0,0.332819722650231,0.332819722650231,0,0.274157303370787,0.274157303370787,0.320755482392901,0,23254,23580,23947,0.306769706718245,0.311070339916411,0.315911850295941,2633,2123,-46158,-31238,-0.0604939689833429,-0.0729177399965653
"11",11,"BHALWAL","BHALWAL",405,"PUNJAB","SARGODHA",1.86984630083,1282.58564193,1.86984629344,0.122544463329,402,11.7942940875281,195.143342776204,0.539688510642122,0.497185498476028,0,0,890393.191274237,90377.123062,7265878.58060762,0,0.056047197640118,0.056047197640118,0,0.982300884955752,0.982300884955752,0,0.671091445427729,0.671091445427729,0,0.874446085672083,0.874446085672083,0,0.791666666666667,0.791666666666667,0,0.566037735849057,0.566037735849057,0,0.634984833164813,0.634984833164813,0,0.836842105263158,0.836842105263158,0,1.91120507399577,1.91120507399577,0,28.4064711830131,28.4064711830131,0,2.57894736842105,2.57894736842105,0,3.34554140127389,3.34554140127389,0,0.432234432234432,0.432234432234432,0,0.419804741980474,0.419804741980474,0,0.420289855072464,0.420289855072464,0.424109676429123,0,27008,26535,25778,0.298836686596808,0.293603061272448,0.285227047804077,2578,2303,-40481,-34357,-0.0680157243489961,-0.0718475073313783
"12",12,"BHAWANA","BHAWANA",313,"PUNJAB","CHINIOT",1.54797736939,933.525449936,1.54797736906,0.0884537512945,311,9.00301600724623,170.90157480315,0.552538768206752,0.539451494812965,6,0,632850.140117841,63170.751068,7154587.91578906,0,0.0176600441501104,0.0176600441501104,0,0.927312775330396,0.927312775330396,0,0.451541850220264,0.451541850220264,0,0.698237885462555,0.698237885462555,0,0.808823529411765,0.808823529411765,0,0.448275862068966,0.448275862068966,0,0.390784982935154,0.390784982935154,0,0.666666666666667,0.666666666666667,0,2.05592105263158,2.05592105263158,0,28.4829351535836,28.4829351535836,0,2.30909090909091,2.30909090909091,0,3.12663755458515,3.12663755458515,0,0.299093655589124,0.299093655589124,0,0.281449893390192,0.281449893390192,0,0.257142857142857,0.257142857142857,0.279228802040724,0,12767,12517,12743,0.202103026862179,0.19814549911756,0.201723104198695,1781,1546,-47656,-41272,-0.0388228882833787,-0.0389165785631576
"13",13,"BUREWALA","BUREWALA",422,"PUNJAB","VEHARI",2.32533132057,1501.83236697,2.32533131861,0.140263986149,418,14.1296636639112,145.963914977756,0.527599605277733,0.549842014908791,6,0,1135909.90667152,117974.296865,8098371.77637928,0,0.015990159901599,0.015990159901599,0,0.959509202453988,0.959509202453988,0,0.668711656441718,0.668711656441718,0,0.85398773006135,0.85398773006135,0,0.893401015228426,0.893401015228426,0,0.640552995391705,0.640552995391705,0,0.619090098126673,0.619090098126673,0,0.889473684210526,0.889473684210526,0,1.99221789883268,1.99221789883268,0,28.9625334522748,28.9625334522748,0,2.79885057471264,2.79885057471264,0,3.47118155619597,3.47118155619597,0,0.445392491467577,0.445392491467577,0,0.427553444180523,0.427553444180523,0,0.422586520947177,0.422586520947177,0.431844152198425,0,36237,34296,36903,0.307160126933976,0.29070739060429,0.312805424407223,3343,2604,-65086,-43047,-0.0541437895793855,-0.064386914917291
"14",14,"CHAK JHUMRA","CHAK JHUMRA",319,"PUNJAB","FAISALABAD",1.03382883415,524.889447645,1.03382883349,0.0497455691759,317,13.7879435527358,189.423023578363,0.429166840242116,0.452661991119385,0,0,417323.469800752,43314.854371,8389158.60677157,0,0.037037037037037,0.037037037037037,0,0.989473684210526,0.989473684210526,0,0.792982456140351,0.792982456140351,0,0.905263157894737,0.905263157894737,0,0.898876404494382,0.898876404494382,0,0.58,0.58,0,0.761627906976744,0.761627906976744,0,0.937931034482759,0.937931034482759,0,1.88385269121813,1.88385269121813,0,28.2337209302326,28.2337209302326,0,2.7012987012987,2.7012987012987,0,3.51145038167939,3.51145038167939,0,0.448744769874477,0.448744769874477,0,0.460767946577629,0.460767946577629,0,0.436915887850467,0.436915887850467,0.448809534767525,0,14908,16073,16287,0.344177539472028,0.371073624358325,0.376014192740872,344,374,4316,3782,0.0738197424892704,0.089990375360924
"15",15,"CHAKWAL","CHAKWAL",309,"PUNJAB","CHAKWAL",2.43162580846,2198.63402934,2.43162580967,0.21162524639,307,5.79824989965592,472.32118226601,0.312416692075667,0.50925699621439,0,0,737022.428455009,67224.957881,3482677.23736876,0,0.0968660968660969,0.0968660968660969,0,0.992887624466572,0.992887624466572,0,0.821937321937322,0.821937321937322,0,0.877667140825036,0.877667140825036,0,0.714285714285714,0.714285714285714,0,0.315789473684211,0.315789473684211,0,0.817,0.817,0,0.934782608695652,0.934782608695652,0,2,2,0,29.094,29.094,0,2.69512195121951,2.69512195121951,0,3.62132352941176,3.62132352941176,0,0.371609403254973,0.371609403254973,0,0.35656836461126,0.35656836461126,0,0.349881796690307,0.349881796690307,0.359353188185513,0,20686,21764,21600,0.307713097219307,0.323748808270376,0.321309238129026,3006,2585,-58576,-46525,-0.05409393557675,-0.0588302230314065
"16",16,"CHAUBARA","CHAUBARA",356,"PUNJAB","LAYYAH",2.25973300018,2940.54723847,2.25973300174,0.277324077191,353,1.61509481089558,145.71675,0.774812699258328,0.746236407756805,0,0,262461.886837103,30654.287926,946408.582679027,0,0.0725663716814159,0.0725663716814159,0,0.542402826855124,0.542402826855124,0,0.27208480565371,0.27208480565371,0,0.881625441696113,0.881625441696113,0,0.74585635359116,0.74585635359116,0,0.645833333333333,0.645833333333333,0,0.35693215339233,0.35693215339233,0,0.536170212765957,0.536170212765957,0,2.00680272108844,2.00680272108844,0,27.7345132743363,27.7345132743363,0,2.37777777777778,2.37777777777778,0,2.55096418732782,2.55096418732782,0,0,0,0,0,0,0,0,0,0,0,6667,7396,8608,0.217489964734926,0.241271303311761,0.280809002015635,1344,980,-37330,-19680,-0.0373478575001389,-0.0524064171122995
"17",17,"CHICHAWATNI","CHICHAWATNI",403,"PUNJAB","SAHIWAL",2.60438483431,1587.54823798,2.60438483507,0.148738680975,400,14.3499591548494,153.749530956848,0.504868040974014,0.453020989894867,3,0,1230347.14624386,123338.692326,8271870.76138356,0,0.0738569753810082,0.0738569753810082,0,0.946943483275663,0.946943483275663,0,0.66320645905421,0.66320645905421,0,0.860438292964245,0.860438292964245,0,0.766666666666667,0.766666666666667,0,0.409090909090909,0.409090909090909,0,0.611734253666954,0.611734253666954,0,0.896551724137931,0.896551724137931,0,1.93621013133208,1.93621013133208,0,28.0025884383089,28.0025884383089,0,2.78343949044586,2.78343949044586,0,3.5225988700565,3.5225988700565,0,0.403008709422011,0.403008709422011,0,0.38969764837626,0.38969764837626,0,0.34192439862543,0.34192439862543,0.378210252141233,0,24890,24862,26103,0.201802042251369,0.201575025088531,0.211636750055744,2135,1747,-30761,-18522,-0.0745825473345909,-0.104143070044709
"18",18,"CHINIOT","CHINIOT",314,"PUNJAB","CHINIOT",1.6546829257,699.458196472,1.65468292555,0.0663534855522,312,13.5477556724488,181.98121085595,0.43497073045879,0.44437500834465,5,0,467005.435694354,46668.786885,7038144.74564358,0,0.036741214057508,0.036741214057508,0,0.960063897763578,0.960063897763578,0,0.562300319488818,0.562300319488818,0,0.8256,0.8256,0,0.744444444444444,0.744444444444444,0,0.537037037037037,0.537037037037037,0,0.449026345933562,0.449026345933562,0,0.719101123595506,0.719101123595506,0,1.97045454545455,1.97045454545455,0,28.020618556701,28.020618556701,0,2.28358208955224,2.28358208955224,0,3.29081632653061,3.29081632653061,0,0.42814667988107,0.42814667988107,0,0.428792569659443,0.428792569659443,0,0.414545454545455,0.414545454545455,0.423828234695323,0,22175,24006,24198,0.475156983502551,0.514390915263235,0.518505014060641,1524,1390,-12218,-9327,-0.142509818589863,-0.175129141993196
"19",19,"CHISHTIAN","CHISHTIAN",295,"PUNJAB","BAHAWALNAGAR",2.45105532732,1823.78394265,2.45105531731,0.169562479346,293,7.96600497671682,146.708333333333,0.675830334217843,0.68757352232933,8,0,780803.271533055,83898.1037339999,4604811.59832412,0,0.0365659777424483,0.0365659777424483,0,0.96031746031746,0.96031746031746,0,0.585714285714286,0.585714285714286,0,0.807936507936508,0.807936507936508,0,0.777027027027027,0.777027027027027,0,0.43801652892562,0.43801652892562,0,0.580498866213152,0.580498866213152,0,0.814814814814815,0.814814814814815,0,1.89795918367347,1.89795918367347,0,27.6802721088435,27.6802721088435,0,2.49122807017544,2.49122807017544,0,3.41015625,3.41015625,0,0.430470347648262,0.430470347648262,0,0.398268398268398,0.398268398268398,0,0.344,0.344,0.390912915305553,0,24039,24094,24930,0.286526142190484,0.287181699319336,0.297146167677888,1671,1521,-20649,-14090,-0.0880493202655707,-0.121012013684462
"20",20,"CHUNIAN","CHUNIAN",343,"PUNJAB","KASUR",1.82977106657,1181.82403748,1.82977106794,0.11094759583,341,14.4435216660628,187.582286432161,0.550415006343514,0.457308009266853,12,0,915601.752857614,105279.943199,8252560.55354773,0,0.0102639296187683,0.0102639296187683,0,0.959124087591241,0.959124087591241,0,0.484626647144949,0.484626647144949,0,0.811678832116788,0.811678832116788,0,0.837606837606838,0.837606837606838,0,0.467455621301775,0.467455621301775,0,0.474066390041494,0.474066390041494,0,0.685990338164251,0.685990338164251,0,2.1028880866426,2.1028880866426,0,27.5663900414938,27.5663900414938,0,2.46428571428571,2.46428571428571,0,3.45175438596491,3.45175438596491,0,0.415111940298507,0.415111940298507,0,0.401069518716578,0.401069518716578,0,0.348534201954397,0.348534201954397,0.388238553656494,0,13157,16125,16383,0.12497157198433,0.153163076556002,0.155613685780898,1434,1299,-24091,-18282,-0.0632916979299996,-0.0764882529588412
"21",21,"DARYA KHAN","DARYA KHAN",306,"PUNJAB","BHAKKAR",2.04510005276,1384.6620652,2.04510005477,0.13184421513,304,4.84631782080724,178.116071428571,0.760152435133688,0.758242011070251,0,0,360979.779108197,40405.330278,2737926.56547173,0,0.0733752620545073,0.0733752620545073,0,0.90146750524109,0.90146750524109,0,0.452830188679245,0.452830188679245,0,0.82563025210084,0.82563025210084,0,0.444444444444444,0.444444444444444,0,0.308411214953271,0.308411214953271,0,0.404761904761905,0.404761904761905,0,0.647540983606557,0.647540983606557,0,2.05135951661631,2.05135951661631,0,28.0546218487395,28.0546218487395,0,2.18,2.18,0,3.22222222222222,3.22222222222222,0,0.392902408111534,0.392902408111534,0,0.36127744510978,0.36127744510978,0,0.331521739130435,0.331521739130435,0.361900530783916,0,9769,10009,10764,0.2417750314819,0.247714841857133,0.266400495329222,1274,1196,-28007,-23140,-0.047656454569259,-0.0545023696682464
"22",22,"DASKA","DASKA",415,"PUNJAB","SIALKOT",1.76277526185,754.418009897,1.76277525861,0.0718298774709,412,23.4352776148498,231.571014492754,0.406716299920842,0.560621023178101,0,0,1016790.99566206,111760.219659,14155544.0641533,0,0.0360248447204969,0.0360248447204969,0,0.998760842627014,0.998760842627014,0,0.788104089219331,0.788104089219331,0,0.921933085501859,0.921933085501859,0,0.848484848484849,0.848484848484849,0,0.666666666666667,0.666666666666667,0,0.795398520953164,0.795398520953164,0,0.824742268041237,0.824742268041237,0,1.88429752066116,1.88429752066116,0,27.5981922760887,27.5981922760887,0,2.51485148514851,2.51485148514851,0,3.52789256198347,3.52789256198347,0,0.426598837209302,0.426598837209302,0,0.428571428571429,0.428571428571429,0,0.402730375426621,0.402730375426621,0.419300213735784,0,20059,21181,22047,0.179482467564967,0.189521817911838,0.197270549997747,3757,3619,-75555,-70462,-0.0523273628791888,-0.054141794952351
