"","DISTRICT","TEHSIL","X.1","PROVINCE","X","Tehsil","OBJECTID","SHAPE_Leng","Area_Sq_Km","Shape_Le_1","Shape_Area","id","fertility","elevation","poverty","night_lights","distance_to_lakes_rivers","malaria_instance","Population","child_population","population_density","radio","electricity","television","mobile_phone","dtp_boolean","card","school_boolean","antenatal_care","age","mothers_age","dtp_number","school_level","wm_urban","hh_urban","ch_urban","urban_to_rural","distance_to_cities","penta3_in_clinic","penta3_out_clinic","OutreachProportion","TotalOutreachCoverage","TotalClinicsCoverage"
"41","JHANG","18-HAZARI",41,"PUNJAB",1,"18-HAZARI",335,2.82382746245,1656.38940765,2.8238274598,0.156673432882,333,4.62806009249331,155.796625222025,0.601102675851501,0.595201760530472,30,0,497107.628390812,52406.730413,3172890.38253992,0.0453781512605042,0.899328859060403,0.236974789915966,0.836974789915966,0.75,0.246511627906977,0.421487603305785,0.697142857142857,2.07438016528926,28.4214876033058,2.60109289617486,2.82913165266106,0,0,0,0,56.0106761565835,564,14422,0.96236487388229,0.275193660935247,0.0107619764781223
"42","JHANG","AHMEDPUR SIAL",42,"PUNJAB",3,"AHMEDPUR SIAL",336,1.60514279042,862.891123494,1.60514279469,0.081254902888,334,7.82048832933517,138.224699828473,0.560411954463296,0.589007019996643,30,0,457973.186314506,50576.470073,5636252.95258511,0.0571992110453649,0.877952755905512,0.326771653543307,0.822834645669291,0.752475247524752,0.28921568627451,0.456521739130435,0.660714285714286,1.99033816425121,28.5028985507246,2.63815789473684,3.26349206349206,0.410457516339869,0.402985074626866,0.386221294363257,0.399887961776664,22.3939914163091,548,8889,0.941930698315143,0.175753665433155,0.0108350780354785
"43","JHANG","JHANG",43,"PUNJAB",45,"JHANG",337,3.51936040663,2615.34330548,3.51936039879,0.247510805332,335,10.2483919432994,158.666199943993,0.518708268948811,0.478821240365505,19,0,1437355.47317362,151428.027882,5807243.32921796,0.0288909599254427,0.931966449207829,0.447761194029851,0.776328052190121,0.633757961783439,0.265573770491803,0.465665236051502,0.672025723472669,1.9402390438247,28.3454935622318,2.69035532994924,3.28153846153846,0.347266881028939,0.345517841601393,0.31328036322361,0.33535502861798,25.7605712685519,3000,38762,0.928164359944447,0.255976390514742,0.0198113918668857
"44","JHANG","SHORKOT",44,"PUNJAB",109,"SHORKOT",338,2.40354430326,1227.90004748,2.40354430469,0.115646879067,336,10.2357108060867,143.986202759448,0.448038713886985,0.609718978404999,2,0,576552.714904999,63599.031024,4985458.48842988,0.0459965928449744,0.902896081771721,0.419080068143101,0.858361774744027,0.841379310344828,0.346666666666667,0.557907845579078,0.844155844155844,2.11576354679803,28.2341220423412,2.89344262295082,3.36607142857143,0.441277080957811,0.428571428571429,0.404395604395604,0.424748037974948,29.7318536292741,769,15249,0.951991509551754,0.239767803918987,0.0120913791864188
"45","JHELUM","JHELUM",45,"PUNJAB",46,"JHELUM",340,2.17828495334,605.697096804,2.17828495582,0.0581237798343,338,11.754995268914,254.892601431981,0.311320248964514,0.627278983592987,26,0,470251.868497465,43637.189716,8090524.56392314,0.129411764705882,0.996638655462185,0.853781512605042,0.92436974789916,0.965116279069767,0.8125,0.891208791208791,0.935483870967742,1.93732970027248,28.9,2.79268292682927,3.59926017262639,0.441266598569969,0.451994091580502,0.486284289276808,0.45984832647576,28.0885167464115,2982,10549,0.779617175375065,0.241743340225507,0.0683362063278475
"46","JHELUM","PIND DADAN KHAN",46,"PUNJAB",89,"PIND DADAN KHAN",341,2.22578284353,1347.72350099,2.22578284469,0.129115102506,339,5.62930482930411,244.281485468245,0.388930272154582,0.645101994276047,18,0,412356.224725706,41505.995804,3193710.23778217,0.105590062111801,0.985537190082645,0.714876033057851,0.878099173553719,0.839622641509434,0.404255319148936,0.753443526170799,0.950354609929078,1.83666666666667,27.9407713498623,2.80681818181818,3.25776965265082,0.333764553686934,0.321292775665399,0.248407643312102,0.301154990888145,29.2502691065662,2788,11805,0.808949496333859,0.284416739589761,0.0671710182106103
"47","JHELUM","SOHAWA",47,"PUNJAB",113,"SOHAWA",342,2.06169542151,911.996248991,2.06169542141,0.0877252109475,340,4.79552252027724,406.781027667984,0.463421114614304,0.463025003671646,0,0,208324.233354808,20413.516887,2374736.1916232,0.149779735682819,0.986784140969163,0.777533039647577,0.892070484581498,0.907407407407407,0.647058823529412,0.798151001540832,0.95,2.03759398496241,28.6748844375963,2.97959183673469,3.3957528957529,0.211901306240929,0.217131474103586,0.211267605633803,0.213433461992772,30.6313291139241,1317,4214,0.761887542939794,0.206431847257227,0.064516075661549
"48","KASUR","CHUNIAN",48,"PUNJAB",20,"CHUNIAN",343,1.82977106657,1181.82403748,1.82977106794,0.11094759583,341,14.4435216660628,187.582286432161,0.550415006343514,0.457308009266853,12,27,915601.752857614,105279.943199,8252560.55354773,0.0102639296187683,0.959124087591241,0.484626647144949,0.811678832116788,0.837606837606838,0.467455621301775,0.474066390041494,0.685990338164251,2.1028880866426,27.5663900414938,2.46428571428571,3.45175438596491,0.415111940298507,0.401069518716578,0.348534201954397,0.388238553656494,15.0857858484658,1646,12270,0.881718884736993,0.116546415463079,0.015634506915422
"49","KASUR","KASUR",49,"PUNJAB",54,"KASUR",344,2.92286646652,1458.18747371,2.92286647186,0.137050059805,342,16.9582945578705,198.435525634386,0.558134469832923,0.536660015583038,15,121,1196462.03287881,138174.490488,8730109.52772427,0.0246360582306831,0.961926091825308,0.508398656215006,0.744107744107744,0.684466019417476,0.337142857142857,0.520514883346742,0.728744939271255,1.86547811993517,27.2864038616251,2.63503649635036,3.31888544891641,0.462758620689655,0.428571428571429,0.388335704125178,0.426555251128754,17.4294385432473,3251,19084,0.854443698231475,0.138115218898943,0.0235282213708061
"50","KASUR","KOT RADHA KISHAN",50,"PUNJAB",62,"KOT RADHA KISHAN",345,1.07500856646,429.961468623,1.07500856362,0.0404713777675,343,18.2325032775643,201.678694158076,0.590644170482134,0.436650007963181,0,0,585009.117032675,67443.800969,14454885.1386636,0.0296442687747036,0.988165680473373,0.594861660079051,0.846153846153846,0.7,0.55,0.593619972260749,0.704347826086957,2.10769230769231,27.246879334258,2.65217391304348,3.56775700934579,0.388489208633094,0.377777777777778,0.332474226804124,0.366247071071665,12.3831615120275,1353,6703,0.832050645481629,0.0993864506996125,0.020061146918779
"51","KASUR","PATTOKI",51,"PUNJAB",87,"PATTOKI",346,1.45208089868,844.634895385,1.45208089605,0.0795171817751,344,21.0667206088459,194.680906713165,0.488378332325346,0.513740003108978,0,0,980345.746145994,114164.341415,12328728.512018,0.0157894736842105,0.982894736842105,0.61133069828722,0.820816864295125,0.715083798882682,0.490322580645161,0.524193548387097,0.579710144927536,2.13101160862355,27.6317204301075,2.65354330708661,3.33846153846154,0.415873015873016,0.403726708074534,0.369883040935673,0.396494254961074,11.8491717523976,2206,8968,0.802577411848935,0.0785534247283075,0.019323021292445
"52","KHANEWAL","JAHANIAN",52,"PUNJAB",39,"JAHANIAN",347,1.45683001044,499.727509199,1.45683001066,0.0467037462545,345,14.8109045342209,125.494065281899,0.656239061838105,0.41738098859787,0,0,383170.467001914,42344.949251,8204276.90990623,0.0325379609544469,0.980728051391863,0.661670235546039,0.946466809421842,0.794117647058823,0.6,0.619326500732064,0.84297520661157,2.1264367816092,28.8696925329429,2.57407407407407,3.44444444444444,0.39477503628447,0.384615384615385,0.344729344729345,0.374706588543067,22.3377976190476,1554,12285,0.887708649468892,0.290117244613533,0.0366985916263272
"53","KHANEWAL","KABIRWALA",53,"PUNJAB",47,"KABIRWALA",348,2.09632903821,1649.33782288,2.09632903847,0.154822348563,346,11.5776074196935,134.215467143496,0.609282069377831,0.509811997413635,21,0,1055374.01711902,113869.162217,6816677.48173688,0.032520325203252,0.921022067363531,0.451800232288037,0.868757259001161,0.769230769230769,0.437229437229437,0.532731376975169,0.811926605504587,2.16129032258065,28.2332580887886,2.34928229665072,3.41242937853107,0.491935483870968,0.412844036697248,0.434782608695652,0.446520709754622,18.54850245865,1484,32948,0.956900557620818,0.289349630387296,0.0130325012594011
"54","KHANEWAL","KHANEWAL",54,"PUNJAB",57,"KHANEWAL",349,1.86252546523,1192.84176893,1.86252547199,0.111678581631,347,14.8592504015005,135.978829389788,0.593448267685966,0.476731508970261,0,0,956998.913279235,103613.42663,8569225.17552452,0.114001530221882,0.967275494672755,0.641768292682927,0.862490450725745,0.734006734006734,0.52972972972973,0.590859630032644,0.823353293413174,2.04927211646137,28.1115342763874,2.66511627906977,3.4475138121547,0.465024630541872,0.424947145877378,0.416149068322981,0.435373614914077,25.4066002490661,2202,29316,0.930135160860461,0.282936304236771,0.0212520719719392
"55","KHANEWAL","MIAN CHANNU",55,"PUNJAB",72,"MIAN CHANNU",350,1.95870851483,1025.93116554,1.95830672507,0.0961376073697,553,15.472146377677,144.895608351332,0.531397115248755,0.484041005373001,2,0,853017.947031451,91008.31317,8872885.13173773,0.039119804400978,0.981729598051157,0.586080586080586,0.918392204628502,0.832669322709163,0.534351145038168,0.614063777596075,0.796116504854369,2.24104234527687,28.1357318070319,2.57894736842105,3.40479360852197,0.398550724637681,0.403846153846154,0.306581059390048,0.369659312624628,18.9784017278618,3735,27106,0.878894977465063,0.297840923052458,0.0410402068767406
"56","KHUSHAB","KHUSHAB",56,"PUNJAB",59,"KHUSHAB",351,3.21807433133,2948.08275164,3.21807433131,0.282120633646,348,4.96747810285667,400.187176325524,0.470376669537418,0.709342610836029,19,0,786420.290120764,80840.7529339999,2787531.98572335,0.0961538461538462,0.975274725274725,0.65474552957359,0.853021978021978,0.878504672897196,0.62962962962963,0.577272727272727,0.883977900552486,2.01702127659574,28.2890909090909,2.59139784946237,3.36220472440945,0.441029900332226,0.429299363057325,0.432170542635659,0.434166602008403,36.8244143033289,2424,28903,0.922622657771252,0.357530069315374,0.0299848765879136
"57","KHUSHAB","NOORPUR",57,"PUNJAB",82,"NOORPUR",352,2.35770529337,2401.75161753,2.35770529374,0.228638041638,349,2.0477020332764,181.438335358445,0.617601187471085,0.869613751769066,15,0,277705.704104405,28201.003866,1214608.47947645,0.0814814814814815,0.888888888888889,0.525925925925926,0.851851851851852,0.861538461538462,0.708333333333333,0.447735191637631,0.89247311827957,2.13805970149254,28.5923344947735,2.54545454545455,3.13618677042802,0.2784,0.244943820224719,0.26551724137931,0.262953687201343,68.8284760170016,310,10140,0.970334928229665,0.359561668378235,0.0109925164888809
"58","KHUSHAB","QAIDABAD",58,"PUNJAB",93,"QAIDABAD",353,1.85278253678,1281.14695243,1.85278254,0.122537654579,350,4.78123588479705,255.186085972851,0.576316059411111,0.713688015937805,0,0,366878.849719481,37706.640502,2994009.07402675,0.036319612590799,0.927536231884058,0.635265700483092,0.898550724637681,0.897727272727273,0.761904761904762,0.400998336106489,0.788235294117647,2.09349593495935,28.3277870216306,2.63291139240506,3.27385892116183,0.285302593659942,0.243243243243243,0.272727272727273,0.267091036543486,51.9411764705882,710,10740,0.937991266375546,0.284830466385101,0.0188295745934285
"59","LAHORE","LAHORE CANTT",59,"PUNJAB",63,"LAHORE CANTT",354,1.89688566457,1037.43841716,1.8506433392,0.0979041316303,351,97.1444365739651,213.373295046662,0.435267549215683,0.433680504560471,2,25,5747961.1854847,533926.409881999,58710098.2335436,0.0374940673943996,0.996680891417734,0.806451612903226,0.871028923660503,0.780582524271845,0.554179566563467,0.700332225913621,0.838926174496644,2.01602564102564,27.5269102990033,2.66917293233083,3.67457305502846,0.551146384479718,0.592942141977842,0.539160045402951,0.561082857286837,4.52401129943501,2483,31649,0.927253017696004,0.0592759590352435,0.00465045360941924
"60","LAHORE","LAHORE CITY",60,"PUNJAB",64,"LAHORE CITY",355,1.78899013741,656.331330988,1.78899013568,0.0619308895648,352,100.92968567646,204.881489841986,0.421466556828146,0.496796011924744,20,0,4046471.16510858,382745.87535,65338495.7578342,0.0382432028682402,0.99791169451074,0.857356013130409,0.922755741127349,0.849734042553192,0.650224215246637,0.796582914572864,0.9102416570771,1.95070743952533,28.3021105527638,2.68495297805643,3.85087055261166,0.702078108204944,0.725886990801577,0.658670861187574,0.695545320064698,2.59864712514092,1516,18656,0.924846321633948,0.0487425239604218,0.00396085261170666
"61","LAYYAH","CHAUBARA",61,"PUNJAB",16,"CHAUBARA",356,2.25973300018,2940.54723847,2.25973300174,0.277324077191,353,1.61509481089558,145.71675,0.774812699258328,0.746236407756805,0,0,262461.886837103,30654.287926,946408.582679027,0.0725663716814159,0.542402826855124,0.27208480565371,0.881625441696113,0.74585635359116,0.645833333333333,0.35693215339233,0.536170212765957,2.00680272108844,27.7345132743363,2.37777777777778,2.55096418732782,0,0,0,0,62.9997499999997,1029,6110,0.855862165569408,0.199319586700224,0.0335678976619527
"62","LAYYAH","LAYYAH",62,"PUNJAB",65,"LAYYAH",358,2.08339814632,2022.48850758,2.08339814457,0.190730581555,355,8.22968743467725,143.918122270742,0.803858380351103,0.538433492183685,12,0,926461.639293318,111275.224685,4857436.24194927,0.106821106821107,0.849420849420849,0.510939510939511,0.885456885456886,0.725146198830409,0.598540145985402,0.58992180712424,0.682352941176471,1.99846153846154,27.7993049522155,2.44354838709677,3.37849779086892,0.377741673436231,0.381752701080432,0.29676511954993,0.352086498022198,30.9628685839098,7647,21709,0.739508107371576,0.19509284354585,0.0687214968259761
"63","LODHRAN","DUNYA PUR",63,"PUNJAB",25,"DUNYA PUR",359,1.79712404302,806.767928427,1.79712404092,0.0752333544217,356,12.3741613587883,120.008310249307,0.706751694190084,0.591921001672745,0,0,527545.66001912,59155.96614,7012124.66298002,0.0560165975103734,0.946058091286307,0.510373443983402,0.898340248962656,0.726495726495726,0.203883495145631,0.47581903276131,0.945054945054945,2.07258064516129,28.2979719188768,1.87058823529412,3.41639344262295,0.388305847076462,0.36,0.460144927536232,0.402816924870898,20.2412199630314,1701,15691,0.902196412143514,0.265247971149102,0.0287544961394827
"64","LODHRAN","KARORPACCA",64,"PUNJAB",53,"KARORPACCA",360,1.69493649807,714.550968972,1.69493650145,0.0664978827561,357,14.5738009155671,121.756558237146,0.718101041934275,0.664416015148163,0,0,557772.793819058,65340.700679,8387827.8631043,0.0500848896434635,0.899067005937235,0.490245971162002,0.867684478371501,0.787581699346405,0.471186440677966,0.492909812819058,0.761437908496732,2.04055766793409,28.2030629608622,2.3109243697479,3.29228998849252,0.425753424657534,0.383617193836172,0.381406436233611,0.396925684909106,14.5702306079665,1085,20456,0.94963093635393,0.313066737690715,0.0166052703556133
"65","LODHRAN","LODHRAN",65,"PUNJAB",67,"LODHRAN",361,1.8860463158,1142.96395348,1.88604631292,0.106353191974,358,12.0645061721256,113.374269005848,0.719163956271897,0.579686999320984,1,0,738958.875980634,93686.087937,6948158.8870533,0.0430622009569378,0.938193343898574,0.540412044374009,0.827258320126783,0.598870056497175,0.510309278350515,0.439746300211416,0.770491803278688,2.0328227571116,27.3530655391121,2.19811320754717,3.34375,0.486947791164659,0.419062027231467,0.432926829268293,0.44631221588814,15.2287199480182,2736,25477,0.903023428915748,0.271940055999907,0.0292039091421967
"66","MANDI BAHAUDDIN","MALAKWAL",66,"PUNJAB",69,"MALAKWAL",362,1.49364609961,749.137191113,1.49364609732,0.0716019165719,359,10.97057636229,207.50486381323,0.492311482386598,0.54091902077198,0,0,459967.630712298,45939.431718,6423956.96559903,0.0411522633744856,0.991769547325103,0.668724279835391,0.905349794238683,0.9,0.677966101694915,0.660894660894661,0.871794871794872,2.0794701986755,28.3015873015873,2.87654320987654,3.46288209606987,0.324287652645862,0.361581920903955,0.231481481481481,0.305783685010433,22.535992217899,2432,13770,0.849895074682138,0.299742497567828,0.0529392704491617
"67","MANDI BAHAUDDIN","MANDI BAHAUDDIN",67,"PUNJAB",70,"MANDI BAHAUDDIN",363,1.3554163592,878.770324106,1.35541635726,0.0840603532713,360,15.2606184642256,215.44921552436,0.368566097022579,0.594610512256622,0,0,733320.960326056,74073.443478,8723743.49842791,0.0676567656765677,0.99341021416804,0.754530477759473,0.909390444810544,0.930232558139535,0.622641509433962,0.775395033860045,0.811188811188811,2.0570652173913,27.8656884875846,2.73417721518987,3.44395924308588,0.405377456049638,0.408320493066256,0.404761904761905,0.406153284625933,10.037985136251,4394,16917,0.793815400497396,0.228381444221969,0.059319504989734
"68","MANDI BAHAUDDIN","PHALIA",68,"PUNJAB",88,"PHALIA",364,1.90946033367,1140.8828145,1.90946033998,0.108891981232,361,10.1064090690201,206.086096938776,0.442037656760535,0.60020899772644,10,0,617652.983498006,62415.672818,5672162.23370998,0.0955882352941176,0.996336996336996,0.692307692307692,0.915750915750916,0.928571428571429,0.711864406779661,0.722222222222222,0.869918699186992,2.09577464788732,27.6012345679012,2.80769230769231,3.37264957264957,0.364583333333333,0.394148020654045,0.301298701298701,0.353343351762027,22.1270753512135,1444,16579,0.919880153137657,0.265622386997946,0.0231352148395582
"69","MIANWALI","ISAKHEL",69,"PUNJAB",38,"ISAKHEL",365,2.92341438718,1883.27458015,2.92341438284,0.18138317281,362,3.85726387076074,359.89270714013,0.567138132433455,0.713585019111633,32,0,405355.777674626,47867.176688,2234803.65568,0.109489051094891,0.951456310679612,0.727493917274939,0.895631067961165,0.546875,0.351851851851852,0.379084967320261,0.848484848484849,2.018779342723,28.9084967320261,1.96969696969697,3.49137931034483,0.42015503875969,0.381818181818182,0.394618834080717,0.39886401821953,39.4701834862385,2365,8298,0.77820500797149,0.173354698859443,0.0494075515549028
"70","MIANWALI","MIANWALI",70,"PUNJAB",73,"MIANWALI",366,2.77735101538,2952.13457317,2.77735101746,0.283593037576,363,4.99457535516311,293.39842983317,0.513974833114839,0.710257162650426,11,0,831826.860475466,88559.4433070001,2933170.9536506,0.0967741935483871,0.980286738351254,0.711469534050179,0.906810035842294,0.805825242718447,0.474358974358974,0.504211793020457,0.864,2.02395209580838,28.9831528279182,2.02469135802469,3.6109785202864,0.399774774774775,0.350649350649351,0.382920110192837,0.377781411872321,52.7284102060843,2642,15641,0.855494174916589,0.176615834697367,0.0298330691944533
"71","MIANWALI","PIPLAN",71,"PUNJAB",92,"PIPLAN",367,1.64838341894,1197.12073252,1.6483834177,0.114576014895,364,6.02490063947717,193.235187424426,0.489335154822683,0.70566600561142,11,0,420927.187300743,47236.398382,3673781.00631698,0.0669745958429561,0.942263279445728,0.64203233256351,0.868360277136259,0.96551724137931,0.538461538461538,0.507911392405063,0.815533980582524,2.16206896551724,28.0712025316456,2.36170212765957,3.41121495327103,0.380681818181818,0.385106382978723,0.316455696202532,0.360747965787691,34.8747731397458,1201,7774,0.866183844011142,0.164576476325138,0.0254253084726641
"72","MULTAN","JALALPUR PIRWALA",72,"PUNJAB",40,"JALALPUR PIRWALA",368,1.58360418199,871.275606975,1.58360418294,0.0810897034058,365,12.0566880997411,107.033505154639,0.737164352101968,0.521640494465828,13,0,557696.603168334,68094.118758,6877526.73576118,0.0579439252336449,0.929236499068901,0.473880597014925,0.839851024208566,0.714285714285714,0.56020942408377,0.355721393034826,0.716049382716049,2.06451612903226,28.3818407960199,2.63235294117647,3.2972027972028,0.446060606060606,0.453237410071942,0.415289256198347,0.438195757443632,19.3445017182131,1416,7804,0.846420824295011,0.114606079678256,0.0207947474147118
"73","MULTAN","MULTAN CITY",73,"PUNJAB",75,"MULTAN CITY",369,0.90767468391,285.76531824,0.907674684462,0.0267518025454,366,138.193267127084,121.638961038961,0.543523379192724,0.488445997238159,0,0,2333742.16012892,226931.399102,87236819.1327804,0.0925925925925926,0.984363894811656,0.741109530583215,0.869843527738265,0.777777777777778,0.624338624338624,0.662337662337662,0.917737789203085,1.95114345114345,27.6214526214526,2.81481481481481,3.38852578068264,0.593235039028621,0.57208088714938,0.570524412296564,0.578613446158188,0,2303,35309,0.938769541635648,0.155593276821642,0.0101484413752936
"74","MULTAN","MULTAN SADDAR",74,"PUNJAB",76,"MULTAN SADDAR",370,3.3057787094,1652.51714946,3.30577871126,0.154616692887,367,14.6018256193734,122.296229802513,0.665801326839564,0.536593973636627,9,0,1329632.23632578,152807.733376,8599538.71408653,0.0832072617246596,0.974358974358974,0.731523378582202,0.858220211161388,0.763157894736842,0.617886178861789,0.631851085832472,0.872093023255814,2.02422907488987,27.8986556359876,2.73275862068966,3.49099836333879,0.560117302052786,0.565714285714286,0.553719008264463,0.559850198677178,11.6202872531418,3781,20235,0.84256329113924,0.132421308483188,0.0247435121015534
"75","MULTAN","SHUJABAD",75,"PUNJAB",110,"SHUJABAD",371,1.36544309622,837.926435103,1.36544309362,0.0781807056617,368,14.6234490300152,112.86944937833,0.683113437748082,0.464448004961014,14,0,670551.907528187,82212.098073,8576948.77339389,0.0935672514619883,0.932038834951456,0.586744639376218,0.848543689320388,0.810457516339869,0.634328358208955,0.505235602094241,0.836734693877551,2.03580562659847,28.4607329842932,2.44715447154472,3.36010362694301,0.504337050805452,0.467652495378928,0.409836065573771,0.460608537252717,16.9671403197157,2256,10135,0.817932370268743,0.123278693009399,0.0274412167172378
"76","MUZAFFARGARH","ALIPUR",76,"PUNJAB",4,"ALIPUR",372,2.11452253728,1237.96880365,2.1145225361,0.114990192053,369,9.65638034041125,98.915961305925,0.81460386554304,0.731999009847641,27,0,628935.260926206,83185.675714,5469468.74074551,0.0556621880998081,0.842911877394636,0.432950191570881,0.676245210727969,0.752427184466019,0.520325203252033,0.416098226466576,0.8,2.17117117117117,28.1350613915416,2.52903225806452,3.63934426229508,0.367532467532468,0.319148936170213,0.24468085106383,0.31045408492217,42.3603385731561,1503,5346,0.780551905387648,0.0642658721482295,0.0180680145601925
"77","MUZAFFARGARH","JATOI",77,"PUNJAB",44,"JATOI",373,1.72291298614,1033.16723336,1.7229129853,0.0962393044272,370,12.5703086666654,107.604046242775,0.797301949212625,0.685627996921539,5,0,684254.359755888,95308.801006,7109926.28041582,0.0612959719789842,0.84965034965035,0.386363636363636,0.715034965034965,0.76271186440678,0.309352517985612,0.354993983152828,0.715083798882682,2.08961303462322,27.7533092659446,2.45505617977528,3.40677966101695,0.443548387096774,0.418451400329489,0.368110236220472,0.410036674548912,33.8235719450469,1449,3375,0.699626865671642,0.0354112103433925,0.0152032129740965
"78","MUZAFFARGARH","KOT ADDU",78,"PUNJAB",60,"KOT ADDU",374,2.80958609351,3165.65535949,2.80958609222,0.297259256235,371,7.29655732215237,131.280578898226,0.775734707288771,0.609080334504445,11,0,1270011.27799058,164612.786578,4272402.79773345,0.0554298642533937,0.857466063348416,0.398190045248869,0.820135746606335,0.700787401574803,0.573099415204678,0.428127428127428,0.633440514469453,2.0313630880579,28.1452991452991,2.41198501872659,3.21960072595281,0.369172932330827,0.390139335476956,0.283216783216783,0.347509683674855,37.4456115779642,3536,10739,0.752294220665499,0.0652379455037743,0.0214807128504838
"79","MUZAFFARGARH","MUZAFFARGARH",79,"PUNJAB",79,"MUZAFFARGARH",375,3.87569596861,2232.41857061,3.87569596601,0.208819362273,372,12.6335808404535,118.248583805398,0.723043560157494,0.6762855052948,39,0,1531316.64854698,194005.513486,7333211.97746505,0.0591233435270133,0.885830784913354,0.484199796126402,0.771661569826707,0.656357388316151,0.430851063829787,0.451082897684839,0.781818181818182,2.07984293193717,28.2315160567588,2.40106951871658,3.42715231788079,0.448323066392882,0.405756731662024,0.381182147165259,0.411753981740055,23.9763412195935,4754,17010,0.781565888623415,0.08767792056192,0.0245044582217147
"80","NANKANA SAHIB","NANKANA SAHAB",80,"PUNJAB",80,"NANKANA SAHAB",376,2.81182414419,1633.87601116,2.81182414106,0.154208975573,373,8.11338961596814,191.641958670261,0.510087573734377,0.438214987516403,42,0,1060537.29411764,114542.084982,6877273.45426528,0.0210772833723653,0.982497082847141,0.64018691588785,0.82730455075846,0.786163522012579,0.525423728813559,0.512361466325661,0.90625,1.99611650485437,28.5072463768116,2.67479674796748,3.37104825291181,0.37014470677837,0.364016736401674,0.346551724137931,0.360237722439325,13.6407723394701,1430,28658,0.952472746609944,0.25019624886786,0.0124844942382943
"81","NANKANA SAHIB","SAFDARABAD",81,"PUNJAB",100,"SAFDARABAD",377,1.37390316715,604.092262341,1.37390316842,0.0572720991987,374,28.8126278826641,200.354644149578,0.541944886504957,0.500687003135681,0,0,423227.672847949,44974.255749,7389770.56488888,0.0181818181818182,1,0.741496598639456,0.875283446712018,0.894736842105263,0.705882352941177,0.689088191330344,0.89622641509434,2.0580204778157,27.4304932735426,2.71764705882353,3.19088937093276,0.404539385847797,0.4,0.361764705882353,0.388768030576717,14.5778045838359,2115,9071,0.810924369747899,0.201693165321623,0.0470269038314664
"82","NANKANA SAHIB","SHAH KOT",82,"PUNJAB",105,"SHAH KOT",378,0.794801492104,244.432416933,0.794801490731,0.0231343055097,375,11.8152305819772,194.891891891892,0.478741938809314,0.37618699669838,0,0,247883.7766499,26318.297474,10714986.7345689,0.0367965367965368,0.989177489177489,0.666666666666667,0.874458874458874,0.875,0.428571428571429,0.701444622792937,0.890909090909091,2.05821917808219,27.8619582664526,2.76785714285714,3.4324942791762,0.447902571041949,0.415384615384615,0.435754189944134,0.433013792123566,4.62650602409638,910,6576,0.878439754207855,0.249864186940529,0.0345767047013202
"83","NAROWAL","NAROWAL",83,"PUNJAB",81,"NAROWAL",380,1.41311476229,732.930131567,1.41311476685,0.0695530053472,377,16.6730165625105,232.312815338042,0.541772496477747,0.533061981201172,7,33,652602.426189956,75142.007211,9382807.01074304,0.0196592398427261,0.998692810457516,0.750326797385621,0.855643044619423,0.686868686868687,0.735537190082645,0.70770593445527,0.959090909090909,2.03418803418803,27.8379096545616,2.56923076923077,3.50501253132832,0.372564935064935,0.400482509047045,0.355590062111801,0.376212502074594,9.32532532532531,1616,15129,0.903493580173186,0.201338779219958,0.0215059466732402
"84","NAROWAL","SHAKARGARH",84,"PUNJAB",107,"SHAKARGARH",381,1.88544982645,965.570144457,1.88544982779,0.0916775958928,378,14.4576706505045,257.899206349206,0.585355592081417,0.446823000907898,16,91,799176.958547516,89916.222936,8717254.75308063,0.0942460317460317,1,0.757425742574257,0.959405940594059,0.697872340425532,0.742138364779874,0.749387254901961,0.961832061068702,2.12367021276596,26.9675245098039,2.43558282208589,3.58381030253475,0.276167947959787,0.296703296703297,0.247512437810945,0.273461227491343,11.1619771863118,2637,16497,0.862182502351834,0.183470784929902,0.0293272995005245
"85","NAROWAL","ZAFARWAL",85,"PUNJAB",121,"ZAFARWAL",382,1.52921059629,641.622802609,1.52652791749,0.0610283651684,379,15.9881398925781,272.221843003413,0.520590984984063,0.530713975429535,0,77,516431.275487114,58942.960615,8462151.55955902,0.0319829424307036,0.995735607675906,0.71002132196162,0.897435897435897,0.633663366336634,0.804878048780488,0.70280612244898,0.971223021582734,2.0995145631068,27.3469387755102,2.6875,3.47549909255898,0.307785888077859,0.333333333333333,0.285714285714286,0.308944502375159,17.1779279279279,1868,10938,0.854130876151804,0.185569233134456,0.0316916554667365
"86","OKARA","DEPALPUR",86,"PUNJAB",23,"DEPALPUR",383,2.93788346197,2560.28307703,2.93788346065,0.239735580389,380,11.6641021957542,175.181074766355,0.673066214420478,0.5196440021197,23,93,1600542.69237053,181696.848671,6676283.46936845,0.018450184501845,0.953038674033149,0.529953917050691,0.791896869244936,0.738983050847458,0.549295774647887,0.454545454545455,0.765567765567766,2.02418207681366,27.9418181818182,2.63425925925926,3.2592,0.396563573883161,0.361702127659574,0.331585845347313,0.36328384896335,24.2384682332462,2914,22137,0.883677298311445,0.121834804301332,0.0160377024770331
